decision_unit_id,user_id,domain,habit_id,decision_evidence_session_ids_json,reuse_count,probe_ids_json
mdgo_v13_du_410f292fa4375032,mdgo_v05_fin_user_0030,finance,finance_minimal_pii_secure_verification,"[""mdgo_v05_fin_user_0030_s0032"", ""mdgo_v05_fin_user_0030_s0275""]",8,"[""mdgo_v11_probe_000009"", ""mdgo_v11_probe_000591"", ""mdgo_v11_probe_000755"", ""mdgo_v11_probe_000859"", ""mdgo_v11_probe_001399"", ""mdgo_v11_probe_001503"", ""mdgo_v11_probe_001547"", ""mdgo_v11_probe_001887""]"
mdgo_v13_du_41146cbeea8d94f2,mdgo_v05_fin_user_0035,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0035_s0276"", ""mdgo_v05_fin_user_0035_s0532""]",18,"[""mdgo_v11_probe_000013"", ""mdgo_v11_probe_000063"", ""mdgo_v11_probe_000155"", ""mdgo_v11_probe_000251"", ""mdgo_v11_probe_000469"", ""mdgo_v11_probe_000650"", ""mdgo_v11_probe_000662"", ""mdgo_v11_probe_000725"", ""mdgo_v11_probe_000728"", ""mdgo_v11_probe_000901"", ""mdgo_v11_probe_000940"", ""mdgo_v11_probe_001192"", ""mdgo_v11_probe_001245"", ""mdgo_v11_probe_001330"", ""mdgo_v11_probe_001409"", ""mdgo_v11_probe_001458"", ""mdgo_v11_probe_001565"", ""mdgo_v11_probe_001595""]"
mdgo_v13_du_41a9da4419e1c232,mdgo_v05_fin_user_0035,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0035_s0008"", ""mdgo_v05_fin_user_0035_s0263""]",9,"[""mdgo_v11_probe_000032"", ""mdgo_v11_probe_000146"", ""mdgo_v11_probe_000176"", ""mdgo_v11_probe_000424"", ""mdgo_v11_probe_000764"", ""mdgo_v11_probe_001174"", ""mdgo_v11_probe_001192"", ""mdgo_v11_probe_001213"", ""mdgo_v11_probe_001549""]"
mdgo_v13_du_41b23b71fff1ecdd,mdgo_v05_sof_user_0008,software,software_secure_login_password_flow,"[""mdgo_v05_sof_user_0008_s0020"", ""mdgo_v05_sof_user_0008_s0269""]",6,"[""mdgo_v11_probe_000386"", ""mdgo_v11_probe_001383"", ""mdgo_v11_probe_001654"", ""mdgo_v11_probe_001657"", ""mdgo_v11_probe_001849"", ""mdgo_v11_probe_001982""]"
mdgo_v13_du_41dc51afd1906971,mdgo_v07_sof_user_0012,software,software_ticket_receipt_summary,"[""mdgo_v07_sof_user_0012_s0286"", ""mdgo_v07_sof_user_0012_s0537""]",13,"[""mdgo_v11_probe_000197"", ""mdgo_v11_probe_000310"", ""mdgo_v11_probe_000321"", ""mdgo_v11_probe_000659"", ""mdgo_v11_probe_000892"", ""mdgo_v11_probe_000991"", ""mdgo_v11_probe_001265"", ""mdgo_v11_probe_001582"", ""mdgo_v11_probe_001594"", ""mdgo_v11_probe_001643"", ""mdgo_v11_probe_001763"", ""mdgo_v11_probe_001907"", ""mdgo_v11_probe_002019""]"
mdgo_v13_du_423e0f6073b6e31f,mdgo_v05_fin_user_0023,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0023_s0002"", ""mdgo_v05_fin_user_0023_s0260""]",8,"[""mdgo_v11_probe_000228"", ""mdgo_v11_probe_000356"", ""mdgo_v11_probe_000596"", ""mdgo_v11_probe_000700"", ""mdgo_v11_probe_000988"", ""mdgo_v11_probe_001092"", ""mdgo_v11_probe_001428"", ""mdgo_v11_probe_001648""]"
mdgo_v13_du_43e8443288ed49d4,mdgo_v05_sof_user_0007,software,software_collect_diagnostics_before_fix,"[""mdgo_v05_sof_user_0007_s0020"", ""mdgo_v05_sof_user_0007_s0269""]",1,"[""mdgo_v11_probe_001302""]"
mdgo_v13_du_44327a0748826731,mdgo_v05_fin_user_0029,finance,finance_minimal_pii_secure_verification,"[""mdgo_v05_fin_user_0029_s0002"", ""mdgo_v05_fin_user_0029_s0260""]",10,"[""mdgo_v11_probe_000012"", ""mdgo_v11_probe_000246"", ""mdgo_v11_probe_000257"", ""mdgo_v11_probe_000294"", ""mdgo_v11_probe_000359"", ""mdgo_v11_probe_000364"", ""mdgo_v11_probe_001019"", ""mdgo_v11_probe_001242"", ""mdgo_v11_probe_001354"", ""mdgo_v11_probe_001697""]"
mdgo_v13_du_447f1b0858ca82d7,mdgo_v05_fin_user_0023,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0023_s0020"", ""mdgo_v05_fin_user_0023_s0269""]",9,"[""mdgo_v11_probe_000228"", ""mdgo_v11_probe_000561"", ""mdgo_v11_probe_000596"", ""mdgo_v11_probe_000628"", ""mdgo_v11_probe_000658"", ""mdgo_v11_probe_001086"", ""mdgo_v11_probe_001593"", ""mdgo_v11_probe_001663"", ""mdgo_v11_probe_001905""]"
mdgo_v13_du_44da2927b55588cb,mdgo_v05_fin_user_0028,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0028_s0020"", ""mdgo_v05_fin_user_0028_s0269""]",8,"[""mdgo_v11_probe_000126"", ""mdgo_v11_probe_000211"", ""mdgo_v11_probe_000867"", ""mdgo_v11_probe_001279"", ""mdgo_v11_probe_001424"", ""mdgo_v11_probe_001749"", ""mdgo_v11_probe_001940"", ""mdgo_v11_probe_002023""]"
mdgo_v13_du_44e436dee418ac49,mdgo_v05_fin_user_0012,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0012_s0014"", ""mdgo_v05_fin_user_0012_s0266""]",13,"[""mdgo_v11_probe_000117"", ""mdgo_v11_probe_000289"", ""mdgo_v11_probe_000331"", ""mdgo_v11_probe_000559"", ""mdgo_v11_probe_000791"", ""mdgo_v11_probe_000953"", ""mdgo_v11_probe_000959"", ""mdgo_v11_probe_001235"", ""mdgo_v11_probe_001501"", ""mdgo_v11_probe_001783"", ""mdgo_v11_probe_001835"", ""mdgo_v11_probe_001901"", ""mdgo_v11_probe_001953""]"
mdgo_v13_du_4593087daa2fac8d,mdgo_v05_fin_user_0001,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0001_s0008"", ""mdgo_v05_fin_user_0001_s0263""]",12,"[""mdgo_v11_probe_000054"", ""mdgo_v11_probe_000202"", ""mdgo_v11_probe_000454"", ""mdgo_v11_probe_000486"", ""mdgo_v11_probe_000863"", ""mdgo_v11_probe_000996"", ""mdgo_v11_probe_001373"", ""mdgo_v11_probe_001543"", ""mdgo_v11_probe_001588"", ""mdgo_v11_probe_001608"", ""mdgo_v11_probe_001622"", ""mdgo_v11_probe_001985""]"
mdgo_v13_du_463ad7cc950d6252,mdgo_v05_fin_user_0006,finance,finance_credit_loan_cautious_no_commitment,"[""mdgo_v05_fin_user_0006_s0014"", ""mdgo_v05_fin_user_0006_s0266""]",11,"[""mdgo_v11_probe_000177"", ""mdgo_v11_probe_000505"", ""mdgo_v11_probe_000529"", ""mdgo_v11_probe_000541"", ""mdgo_v11_probe_000571"", ""mdgo_v11_probe_000773"", ""mdgo_v11_probe_001225"", ""mdgo_v11_probe_001385"", ""mdgo_v11_probe_001650"", ""mdgo_v11_probe_001833"", ""mdgo_v11_probe_001928""]"
mdgo_v13_du_48601b33289da7c7,mdgo_v07_sof_user_0009,software,software_secure_login_password_flow,"[""mdgo_v07_sof_user_0009_s0026"", ""mdgo_v07_sof_user_0009_s0272""]",3,"[""mdgo_v11_probe_000290"", ""mdgo_v11_probe_000678"", ""mdgo_v11_probe_001934""]"
mdgo_v13_du_48d77aa2c48cda1f,mdgo_v07_sof_user_0011,software,software_backup_before_risky_change,"[""mdgo_v07_sof_user_0011_s0002"", ""mdgo_v07_sof_user_0011_s0260""]",5,"[""mdgo_v11_probe_001434"", ""mdgo_v11_probe_001455"", ""mdgo_v11_probe_001614"", ""mdgo_v11_probe_001800"", ""mdgo_v11_probe_001980""]"
mdgo_v13_du_494940ec9930b752,mdgo_v05_sof_user_0007,software,software_collect_diagnostics_before_fix,"[""mdgo_v05_sof_user_0007_s0282"", ""mdgo_v05_sof_user_0007_s0535""]",26,"[""mdgo_v11_probe_000039"", ""mdgo_v11_probe_000061"", ""mdgo_v11_probe_000067"", ""mdgo_v11_probe_000081"", ""mdgo_v11_probe_000350"", ""mdgo_v11_probe_000495"", ""mdgo_v11_probe_000519"", ""mdgo_v11_probe_000536"", ""mdgo_v11_probe_000638"", ""mdgo_v11_probe_000843"", ""mdgo_v11_probe_000860"", ""mdgo_v11_probe_000864"", ""mdgo_v11_probe_000973"", ""mdgo_v11_probe_001006"", ""mdgo_v11_probe_001163"", ""mdgo_v11_probe_001202"", ""mdgo_v11_probe_001295"", ""mdgo_v11_probe_001350"", ""mdgo_v11_probe_001414"", ""mdgo_v11_probe_001447"", ""mdgo_v11_probe_001453"", ""mdgo_v11_probe_001484"", ""mdgo_v11_probe_001695"", ""mdgo_v11_probe_001767"", ""mdgo_v11_probe_001803"", ""mdgo_v11_probe_001857""]"
mdgo_v13_du_49b7e891f5af6547,mdgo_v05_fin_user_0014,finance,finance_balance_statement_summary_first,"[""mdgo_v05_fin_user_0014_s0026"", ""mdgo_v05_fin_user_0014_s0272""]",11,"[""mdgo_v11_probe_000232"", ""mdgo_v11_probe_000459"", ""mdgo_v11_probe_000482"", ""mdgo_v11_probe_000866"", ""mdgo_v11_probe_000870"", ""mdgo_v11_probe_000921"", ""mdgo_v11_probe_001020"", ""mdgo_v11_probe_001096"", ""mdgo_v11_probe_001300"", ""mdgo_v11_probe_001814"", ""mdgo_v11_probe_001863""]"
mdgo_v13_du_4a64cf62eb55a25d,mdgo_v05_fin_user_0032,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0032_s0032"", ""mdgo_v05_fin_user_0032_s0275""]",11,"[""mdgo_v11_probe_000406"", ""mdgo_v11_probe_000515"", ""mdgo_v11_probe_000621"", ""mdgo_v11_probe_000713"", ""mdgo_v11_probe_000790"", ""mdgo_v11_probe_001048"", ""mdgo_v11_probe_001463"", ""mdgo_v11_probe_001491"", ""mdgo_v11_probe_001498"", ""mdgo_v11_probe_001768"", ""mdgo_v11_probe_001967""]"
mdgo_v13_du_4a9a1005c20e753c,mdgo_v05_fin_user_0013,finance,finance_credit_loan_cautious_no_commitment,"[""mdgo_v05_fin_user_0013_s0020"", ""mdgo_v05_fin_user_0013_s0269""]",7,"[""mdgo_v11_probe_000368"", ""mdgo_v11_probe_000542"", ""mdgo_v11_probe_000674"", ""mdgo_v11_probe_000799"", ""mdgo_v11_probe_001257"", ""mdgo_v11_probe_001315"", ""mdgo_v11_probe_001821""]"
mdgo_v13_du_4d0ec454c16bec24,mdgo_v05_sof_user_0002,software,software_ticket_receipt_summary,"[""mdgo_v05_sof_user_0002_s0276"", ""mdgo_v05_sof_user_0002_s0532""]",17,"[""mdgo_v11_probe_000113"", ""mdgo_v11_probe_000280"", ""mdgo_v11_probe_000366"", ""mdgo_v11_probe_000426"", ""mdgo_v11_probe_000767"", ""mdgo_v11_probe_000807"", ""mdgo_v11_probe_000808"", ""mdgo_v11_probe_000916"", ""mdgo_v11_probe_001014"", ""mdgo_v11_probe_001032"", ""mdgo_v11_probe_001271"", ""mdgo_v11_probe_001360"", ""mdgo_v11_probe_001519"", ""mdgo_v11_probe_001555"", ""mdgo_v11_probe_001559"", ""mdgo_v11_probe_001918"", ""mdgo_v11_probe_001959""]"
mdgo_v13_du_4eeca50fdd26f645,mdgo_v05_fin_user_0018,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0018_s0032"", ""mdgo_v05_fin_user_0018_s0275""]",5,"[""mdgo_v11_probe_000467"", ""mdgo_v11_probe_000593"", ""mdgo_v11_probe_000616"", ""mdgo_v11_probe_000631"", ""mdgo_v11_probe_001087""]"
mdgo_v13_du_4f1972da7818c0cd,mdgo_v05_fin_user_0007,finance,finance_minimal_pii_secure_verification,"[""mdgo_v05_fin_user_0007_s0032"", ""mdgo_v05_fin_user_0007_s0275""]",8,"[""mdgo_v11_probe_000089"", ""mdgo_v11_probe_000159"", ""mdgo_v11_probe_000412"", ""mdgo_v11_probe_000651"", ""mdgo_v11_probe_000785"", ""mdgo_v11_probe_001079"", ""mdgo_v11_probe_001474"", ""mdgo_v11_probe_001651""]"
mdgo_v13_du_4f1b400e99d77526,mdgo_v05_fin_user_0024,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0024_s0008"", ""mdgo_v05_fin_user_0024_s0263""]",6,"[""mdgo_v11_probe_000158"", ""mdgo_v11_probe_000190"", ""mdgo_v11_probe_000804"", ""mdgo_v11_probe_001660"", ""mdgo_v11_probe_001866"", ""mdgo_v11_probe_001875""]"
mdgo_v13_du_4f9e212f516f3430,mdgo_v05_fin_user_0010,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0010_s0276"", ""mdgo_v05_fin_user_0010_s0532""]",21,"[""mdgo_v11_probe_000034"", ""mdgo_v11_probe_000083"", ""mdgo_v11_probe_000468"", ""mdgo_v11_probe_000732"", ""mdgo_v11_probe_000855"", ""mdgo_v11_probe_000893"", ""mdgo_v11_probe_000948"", ""mdgo_v11_probe_000965"", ""mdgo_v11_probe_001012"", ""mdgo_v11_probe_001147"", ""mdgo_v11_probe_001158"", ""mdgo_v11_probe_001250"", ""mdgo_v11_probe_001451"", ""mdgo_v11_probe_001664"", ""mdgo_v11_probe_001674"", ""mdgo_v11_probe_001682"", ""mdgo_v11_probe_001688"", ""mdgo_v11_probe_001761"", ""mdgo_v11_probe_001878"", ""mdgo_v11_probe_001889"", ""mdgo_v11_probe_002042""]"
mdgo_v13_du_4fa2e4cf5c69d6f2,mdgo_v05_fin_user_0004,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0004_s0280"", ""mdgo_v05_fin_user_0004_s0534""]",25,"[""mdgo_v11_probe_000101"", ""mdgo_v11_probe_000157"", ""mdgo_v11_probe_000302"", ""mdgo_v11_probe_000320"", ""mdgo_v11_probe_000324"", ""mdgo_v11_probe_000479"", ""mdgo_v11_probe_000490"", ""mdgo_v11_probe_000527"", ""mdgo_v11_probe_001053"", ""mdgo_v11_probe_001074"", ""mdgo_v11_probe_001236"", ""mdgo_v11_probe_001317"", ""mdgo_v11_probe_001398"", ""mdgo_v11_probe_001478"", ""mdgo_v11_probe_001514"", ""mdgo_v11_probe_001538"", ""mdgo_v11_probe_001568"", ""mdgo_v11_probe_001570"", ""mdgo_v11_probe_001584"", ""mdgo_v11_probe_001591"", ""mdgo_v11_probe_001684"", ""mdgo_v11_probe_001780"", ""mdgo_v11_probe_001798"", ""mdgo_v11_probe_001856"", ""mdgo_v11_probe_002009""]"
mdgo_v13_du_4fef2fa7f0f45350,mdgo_v05_fin_user_0035,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0035_s0280"", ""mdgo_v05_fin_user_0035_s0534""]",13,"[""mdgo_v11_probe_000013"", ""mdgo_v11_probe_000063"", ""mdgo_v11_probe_000176"", ""mdgo_v11_probe_000251"", ""mdgo_v11_probe_000469"", ""mdgo_v11_probe_000512"", ""mdgo_v11_probe_000662"", ""mdgo_v11_probe_000728"", ""mdgo_v11_probe_000764"", ""mdgo_v11_probe_000901"", ""mdgo_v11_probe_001245"", ""mdgo_v11_probe_001409"", ""mdgo_v11_probe_001565""]"
mdgo_v13_du_50af09807e0853a7,mdgo_v05_fin_user_0016,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0016_s0284"", ""mdgo_v05_fin_user_0016_s0536""]",20,"[""mdgo_v11_probe_000020"", ""mdgo_v11_probe_000050"", ""mdgo_v11_probe_000141"", ""mdgo_v11_probe_000152"", ""mdgo_v11_probe_000351"", ""mdgo_v11_probe_000407"", ""mdgo_v11_probe_000481"", ""mdgo_v11_probe_000525"", ""mdgo_v11_probe_000585"", ""mdgo_v11_probe_000675"", ""mdgo_v11_probe_000775"", ""mdgo_v11_probe_000903"", ""mdgo_v11_probe_000983"", ""mdgo_v11_probe_001046"", ""mdgo_v11_probe_001179"", ""mdgo_v11_probe_001233"", ""mdgo_v11_probe_001334"", ""mdgo_v11_probe_001516"", ""mdgo_v11_probe_001655"", ""mdgo_v11_probe_001895""]"
mdgo_v13_du_50e382d671da762c,mdgo_v05_fin_user_0022,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0022_s0286"", ""mdgo_v05_fin_user_0022_s0537""]",10,"[""mdgo_v11_probe_000436"", ""mdgo_v11_probe_000778"", ""mdgo_v11_probe_000857"", ""mdgo_v11_probe_000871"", ""mdgo_v11_probe_000962"", ""mdgo_v11_probe_000989"", ""mdgo_v11_probe_001117"", ""mdgo_v11_probe_001725"", ""mdgo_v11_probe_001868"", ""mdgo_v11_probe_001943""]"
mdgo_v13_du_522bd3f62660779c,mdgo_v05_fin_user_0000,finance,finance_balance_statement_summary_first,"[""mdgo_v05_fin_user_0000_s0014"", ""mdgo_v05_fin_user_0000_s0266""]",8,"[""mdgo_v11_probe_000803"", ""mdgo_v11_probe_000974"", ""mdgo_v11_probe_001122"", ""mdgo_v11_probe_001214"", ""mdgo_v11_probe_001465"", ""mdgo_v11_probe_001487"", ""mdgo_v11_probe_001860"", ""mdgo_v11_probe_002029""]"
mdgo_v13_du_530fce2bd9896b56,mdgo_v07_sof_user_0010,software,software_one_try_then_escalate,"[""mdgo_v07_sof_user_0010_s0280"", ""mdgo_v07_sof_user_0010_s0534""]",9,"[""mdgo_v11_probe_000044"", ""mdgo_v11_probe_000410"", ""mdgo_v11_probe_000822"", ""mdgo_v11_probe_000992"", ""mdgo_v11_probe_001098"", ""mdgo_v11_probe_001578"", ""mdgo_v11_probe_001748"", ""mdgo_v11_probe_002018"", ""mdgo_v11_probe_002022""]"
mdgo_v13_du_532889c457a6d6cb,mdgo_v05_fin_user_0024,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0024_s0282"", ""mdgo_v05_fin_user_0024_s0535""]",12,"[""mdgo_v11_probe_000057"", ""mdgo_v11_probe_000111"", ""mdgo_v11_probe_000249"", ""mdgo_v11_probe_000357"", ""mdgo_v11_probe_000374"", ""mdgo_v11_probe_000449"", ""mdgo_v11_probe_000533"", ""mdgo_v11_probe_000553"", ""mdgo_v11_probe_001496"", ""mdgo_v11_probe_001841"", ""mdgo_v11_probe_001845"", ""mdgo_v11_probe_002035""]"
mdgo_v13_du_534360c856f51244,mdgo_v05_fin_user_0002,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0002_s0286"", ""mdgo_v05_fin_user_0002_s0537""]",16,"[""mdgo_v11_probe_000506"", ""mdgo_v11_probe_000557"", ""mdgo_v11_probe_000580"", ""mdgo_v11_probe_000611"", ""mdgo_v11_probe_000683"", ""mdgo_v11_probe_000715"", ""mdgo_v11_probe_000731"", ""mdgo_v11_probe_001229"", ""mdgo_v11_probe_001263"", ""mdgo_v11_probe_001298"", ""mdgo_v11_probe_001351"", ""mdgo_v11_probe_001517"", ""mdgo_v11_probe_001553"", ""mdgo_v11_probe_001635"", ""mdgo_v11_probe_001741"", ""mdgo_v11_probe_001802""]"
mdgo_v13_du_5363928b3926cef0,mdgo_v05_sof_user_0003,software,software_platform_specific_steps,"[""mdgo_v05_sof_user_0003_s0008"", ""mdgo_v05_sof_user_0003_s0263""]",9,"[""mdgo_v11_probe_000534"", ""mdgo_v11_probe_000701"", ""mdgo_v11_probe_000743"", ""mdgo_v11_probe_001352"", ""mdgo_v11_probe_001640"", ""mdgo_v11_probe_001801"", ""mdgo_v11_probe_001852"", ""mdgo_v11_probe_001933"", ""mdgo_v11_probe_001974""]"
mdgo_v13_du_53ef595a96f6f2df,mdgo_v07_sof_user_0016,software,software_secure_login_password_flow,"[""mdgo_v07_sof_user_0016_s0284"", ""mdgo_v07_sof_user_0016_s0536""]",9,"[""mdgo_v11_probe_000107"", ""mdgo_v11_probe_000254"", ""mdgo_v11_probe_000579"", ""mdgo_v11_probe_000741"", ""mdgo_v11_probe_000933"", ""mdgo_v11_probe_001007"", ""mdgo_v11_probe_001059"", ""mdgo_v11_probe_001182"", ""mdgo_v11_probe_001294""]"
mdgo_v13_du_540bbe01b2d31e0b,mdgo_v07_sof_user_0015,software,software_docs_lookup_for_update_install,"[""mdgo_v07_sof_user_0015_s0014"", ""mdgo_v07_sof_user_0015_s0266""]",8,"[""mdgo_v11_probe_000021"", ""mdgo_v11_probe_000191"", ""mdgo_v11_probe_000792"", ""mdgo_v11_probe_000908"", ""mdgo_v11_probe_001367"", ""mdgo_v11_probe_001624"", ""mdgo_v11_probe_001739"", ""mdgo_v11_probe_001945""]"
mdgo_v13_du_55139b448bf8fdf0,mdgo_v07_sof_user_0009,software,software_docs_lookup_for_update_install,"[""mdgo_v07_sof_user_0009_s0278"", ""mdgo_v07_sof_user_0009_s0533""]",16,"[""mdgo_v11_probe_000208"", ""mdgo_v11_probe_000311"", ""mdgo_v11_probe_000570"", ""mdgo_v11_probe_000689"", ""mdgo_v11_probe_000733"", ""mdgo_v11_probe_000748"", ""mdgo_v11_probe_001023"", ""mdgo_v11_probe_001039"", ""mdgo_v11_probe_001111"", ""mdgo_v11_probe_001121"", ""mdgo_v11_probe_001403"", ""mdgo_v11_probe_001406"", ""mdgo_v11_probe_001899"", ""mdgo_v11_probe_001923"", ""mdgo_v11_probe_001951"", ""mdgo_v11_probe_001993""]"
mdgo_v13_du_562ef64778a06b28,mdgo_v05_fin_user_0022,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0022_s0032"", ""mdgo_v05_fin_user_0022_s0275""]",9,"[""mdgo_v11_probe_000255"", ""mdgo_v11_probe_000318"", ""mdgo_v11_probe_000462"", ""mdgo_v11_probe_000556"", ""mdgo_v11_probe_000744"", ""mdgo_v11_probe_001386"", ""mdgo_v11_probe_001490"", ""mdgo_v11_probe_001537"", ""mdgo_v11_probe_001760""]"
mdgo_v13_du_56fdaf4a2b59a9e8,mdgo_v05_fin_user_0030,finance,finance_credit_loan_cautious_no_commitment,"[""mdgo_v05_fin_user_0030_s0026"", ""mdgo_v05_fin_user_0030_s0272""]",9,"[""mdgo_v11_probe_000006"", ""mdgo_v11_probe_000244"", ""mdgo_v11_probe_000440"", ""mdgo_v11_probe_000626"", ""mdgo_v11_probe_000634"", ""mdgo_v11_probe_000703"", ""mdgo_v11_probe_000738"", ""mdgo_v11_probe_001816"", ""mdgo_v11_probe_001912""]"
mdgo_v13_du_57184464d64f4582,mdgo_v05_fin_user_0013,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0013_s0286"", ""mdgo_v05_fin_user_0013_s0537""]",11,"[""mdgo_v11_probe_000365"", ""mdgo_v11_probe_000633"", ""mdgo_v11_probe_000805"", ""mdgo_v11_probe_000905"", ""mdgo_v11_probe_000999"", ""mdgo_v11_probe_001127"", ""mdgo_v11_probe_001520"", ""mdgo_v11_probe_001603"", ""mdgo_v11_probe_001821"", ""mdgo_v11_probe_001823"", ""mdgo_v11_probe_001891""]"
mdgo_v13_du_57568e725e959d50,mdgo_v05_fin_user_0028,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0028_s0014"", ""mdgo_v05_fin_user_0028_s0266""]",6,"[""mdgo_v11_probe_000167"", ""mdgo_v11_probe_000419"", ""mdgo_v11_probe_000795"", ""mdgo_v11_probe_001279"", ""mdgo_v11_probe_001391"", ""mdgo_v11_probe_001677""]"
mdgo_v13_du_5888944e192c13bf,mdgo_v05_fin_user_0003,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0003_s0014"", ""mdgo_v05_fin_user_0003_s0266""]",14,"[""mdgo_v11_probe_000242"", ""mdgo_v11_probe_000379"", ""mdgo_v11_probe_000474"", ""mdgo_v11_probe_000539"", ""mdgo_v11_probe_000657"", ""mdgo_v11_probe_000846"", ""mdgo_v11_probe_000881"", ""mdgo_v11_probe_000972"", ""mdgo_v11_probe_001137"", ""mdgo_v11_probe_001513"", ""mdgo_v11_probe_001742"", ""mdgo_v11_probe_001772"", ""mdgo_v11_probe_001796"", ""mdgo_v11_probe_002025""]"
mdgo_v13_du_596dd0cfa022ff2c,mdgo_v05_fin_user_0007,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0007_s0014"", ""mdgo_v05_fin_user_0007_s0266""]",6,"[""mdgo_v11_probe_000068"", ""mdgo_v11_probe_000586"", ""mdgo_v11_probe_000882"", ""mdgo_v11_probe_001311"", ""mdgo_v11_probe_001548"", ""mdgo_v11_probe_001984""]"
mdgo_v13_du_59728070cadf3d62,mdgo_v05_sof_user_0006,software,software_backup_before_risky_change,"[""mdgo_v05_sof_user_0006_s0284"", ""mdgo_v05_sof_user_0006_s0536""]",11,"[""mdgo_v11_probe_000071"", ""mdgo_v11_probe_000448"", ""mdgo_v11_probe_000637"", ""mdgo_v11_probe_000707"", ""mdgo_v11_probe_000851"", ""mdgo_v11_probe_000994"", ""mdgo_v11_probe_001055"", ""mdgo_v11_probe_001327"", ""mdgo_v11_probe_001364"", ""mdgo_v11_probe_001653"", ""mdgo_v11_probe_001989""]"
mdgo_v13_du_5a5534d17dcdd3a0,mdgo_v05_fin_user_0033,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0033_s0008"", ""mdgo_v05_fin_user_0033_s0263""]",18,"[""mdgo_v11_probe_000094"", ""mdgo_v11_probe_000096"", ""mdgo_v11_probe_000473"", ""mdgo_v11_probe_000535"", ""mdgo_v11_probe_000540"", ""mdgo_v11_probe_000560"", ""mdgo_v11_probe_000710"", ""mdgo_v11_probe_000761"", ""mdgo_v11_probe_000766"", ""mdgo_v11_probe_001028"", ""mdgo_v11_probe_001050"", ""mdgo_v11_probe_001308"", ""mdgo_v11_probe_001344"", ""mdgo_v11_probe_001460"", ""mdgo_v11_probe_001678"", ""mdgo_v11_probe_001700"", ""mdgo_v11_probe_001872"", ""mdgo_v11_probe_001981""]"
mdgo_v13_du_5a861363c5b4f7c7,mdgo_v05_sof_user_0004,software,software_secure_login_password_flow,"[""mdgo_v05_sof_user_0004_s0032"", ""mdgo_v05_sof_user_0004_s0275""]",5,"[""mdgo_v11_probe_000465"", ""mdgo_v11_probe_000958"", ""mdgo_v11_probe_001239"", ""mdgo_v11_probe_001947"", ""mdgo_v11_probe_002038""]"
mdgo_v13_du_5ad18da3ebaa5c62,mdgo_v05_fin_user_0014,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0014_s0002"", ""mdgo_v05_fin_user_0014_s0260""]",9,"[""mdgo_v11_probe_000016"", ""mdgo_v11_probe_000232"", ""mdgo_v11_probe_000358"", ""mdgo_v11_probe_000498"", ""mdgo_v11_probe_001020"", ""mdgo_v11_probe_001096"", ""mdgo_v11_probe_001300"", ""mdgo_v11_probe_001392"", ""mdgo_v11_probe_001536""]"
mdgo_v13_du_5b8028d74b59e41f,mdgo_v05_fin_user_0026,finance,finance_minimal_pii_secure_verification,"[""mdgo_v05_fin_user_0026_s0026"", ""mdgo_v05_fin_user_0026_s0272""]",11,"[""mdgo_v11_probe_000151"", ""mdgo_v11_probe_000239"", ""mdgo_v11_probe_000381"", ""mdgo_v11_probe_000620"", ""mdgo_v11_probe_000686"", ""mdgo_v11_probe_001045"", ""mdgo_v11_probe_001341"", ""mdgo_v11_probe_001363"", ""mdgo_v11_probe_001388"", ""mdgo_v11_probe_001795"", ""mdgo_v11_probe_001871""]"
