probe_id,user_id,choice_id,is_gold,query_entities_json,choice_entities_json,extra_choice_entities_json,pass
mdgo_v05_probe_000040,mdgo_v05_fin_user_0002,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000040,mdgo_v05_fin_user_0002,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000041,mdgo_v05_fin_user_0002,A,False,"{""amount"": [""$480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000041,mdgo_v05_fin_user_0002,B,True,"{""amount"": [""$480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000041,mdgo_v05_fin_user_0002,C,False,"{""amount"": [""$480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000041,mdgo_v05_fin_user_0002,D,False,"{""amount"": [""$480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000042,mdgo_v05_fin_user_0002,A,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000042,mdgo_v05_fin_user_0002,B,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000042,mdgo_v05_fin_user_0002,C,True,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000042,mdgo_v05_fin_user_0002,D,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000043,mdgo_v05_fin_user_0002,A,False,"{""amount"": [""$1480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000043,mdgo_v05_fin_user_0002,B,False,"{""amount"": [""$1480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000043,mdgo_v05_fin_user_0002,C,False,"{""amount"": [""$1480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000043,mdgo_v05_fin_user_0002,D,True,"{""amount"": [""$1480""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000044,mdgo_v05_fin_user_0002,A,True,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000044,mdgo_v05_fin_user_0002,B,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000044,mdgo_v05_fin_user_0002,C,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000044,mdgo_v05_fin_user_0002,D,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000045,mdgo_v05_fin_user_0002,A,False,"{""amount"": [""$184000""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000045,mdgo_v05_fin_user_0002,B,True,"{""amount"": [""$184000""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000045,mdgo_v05_fin_user_0002,C,False,"{""amount"": [""$184000""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000045,mdgo_v05_fin_user_0002,D,False,"{""amount"": [""$184000""], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000046,mdgo_v05_fin_user_0002,A,False,"{""amount"": [""$16000"", ""$195""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000046,mdgo_v05_fin_user_0002,B,False,"{""amount"": [""$16000"", ""$195""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000046,mdgo_v05_fin_user_0002,C,True,"{""amount"": [""$16000"", ""$195""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000046,mdgo_v05_fin_user_0002,D,False,"{""amount"": [""$16000"", ""$195""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000047,mdgo_v05_fin_user_0002,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000047,mdgo_v05_fin_user_0002,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000047,mdgo_v05_fin_user_0002,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000047,mdgo_v05_fin_user_0002,D,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000048,mdgo_v05_fin_user_0002,A,True,"{""amount"": [""$148000"", ""$285""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000048,mdgo_v05_fin_user_0002,B,False,"{""amount"": [""$148000"", ""$285""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000048,mdgo_v05_fin_user_0002,C,False,"{""amount"": [""$148000"", ""$285""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000048,mdgo_v05_fin_user_0002,D,False,"{""amount"": [""$148000"", ""$285""], ""account_last4"": [""4154"", ""7348""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000049,mdgo_v05_fin_user_0002,A,False,"{""amount"": [], ""account_last4"": [""8656""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000049,mdgo_v05_fin_user_0002,B,True,"{""amount"": [], ""account_last4"": [""8656""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000049,mdgo_v05_fin_user_0002,C,False,"{""amount"": [], ""account_last4"": [""8656""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000049,mdgo_v05_fin_user_0002,D,False,"{""amount"": [], ""account_last4"": [""8656""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000050,mdgo_v05_fin_user_0002,A,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000050,mdgo_v05_fin_user_0002,B,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000050,mdgo_v05_fin_user_0002,C,True,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000050,mdgo_v05_fin_user_0002,D,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000051,mdgo_v05_fin_user_0002,A,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000051,mdgo_v05_fin_user_0002,B,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000051,mdgo_v05_fin_user_0002,C,False,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000051,mdgo_v05_fin_user_0002,D,True,"{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000052,mdgo_v05_fin_user_0002,A,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000052,mdgo_v05_fin_user_0002,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000052,mdgo_v05_fin_user_0002,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000052,mdgo_v05_fin_user_0002,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000053,mdgo_v05_fin_user_0002,A,False,"{""amount"": [""$1480""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000053,mdgo_v05_fin_user_0002,B,True,"{""amount"": [""$1480""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000053,mdgo_v05_fin_user_0002,C,False,"{""amount"": [""$1480""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000053,mdgo_v05_fin_user_0002,D,False,"{""amount"": [""$1480""], ""account_last4"": [""4154""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000054,mdgo_v05_fin_user_0003,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000054,mdgo_v05_fin_user_0003,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000054,mdgo_v05_fin_user_0003,C,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000054,mdgo_v05_fin_user_0003,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000055,mdgo_v05_fin_user_0003,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000055,mdgo_v05_fin_user_0003,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000055,mdgo_v05_fin_user_0003,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000055,mdgo_v05_fin_user_0003,D,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000056,mdgo_v05_fin_user_0003,A,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000056,mdgo_v05_fin_user_0003,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000056,mdgo_v05_fin_user_0003,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000056,mdgo_v05_fin_user_0003,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000057,mdgo_v05_fin_user_0003,A,False,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000057,mdgo_v05_fin_user_0003,B,True,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000057,mdgo_v05_fin_user_0003,C,False,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000057,mdgo_v05_fin_user_0003,D,False,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000058,mdgo_v05_fin_user_0003,A,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000058,mdgo_v05_fin_user_0003,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000058,mdgo_v05_fin_user_0003,C,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000058,mdgo_v05_fin_user_0003,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000059,mdgo_v05_fin_user_0003,A,False,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [""2768""], ""version"": [], ""merchant"": [""Mosaic Kitchen""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000059,mdgo_v05_fin_user_0003,B,False,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [""2768""], ""version"": [], ""merchant"": [""Mosaic Kitchen""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000059,mdgo_v05_fin_user_0003,C,False,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [""2768""], ""version"": [], ""merchant"": [""Mosaic Kitchen""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000059,mdgo_v05_fin_user_0003,D,True,"{""amount"": [], ""account_last4"": [""4171""], ""error_code"": [], ""case_reference"": [""2768""], ""version"": [], ""merchant"": [""Mosaic Kitchen""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000060,mdgo_v05_fin_user_0003,A,True,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000060,mdgo_v05_fin_user_0003,B,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000060,mdgo_v05_fin_user_0003,C,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000060,mdgo_v05_fin_user_0003,D,False,"{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000061,mdgo_v05_fin_user_0003,A,False,"{""amount"": [], ""account_last4"": [""7367""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000061,mdgo_v05_fin_user_0003,B,True,"{""amount"": [], ""account_last4"": [""7367""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000061,mdgo_v05_fin_user_0003,C,False,"{""amount"": [], ""account_last4"": [""7367""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000061,mdgo_v05_fin_user_0003,D,False,"{""amount"": [], ""account_last4"": [""7367""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000062,mdgo_v05_fin_user_0003,A,False,"{""amount"": [""$2360""], ""account_last4"": [""4171"", ""8679""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Brightway Hosting""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000062,mdgo_v05_fin_user_0003,B,False,"{""amount"": [""$2360""], ""account_last4"": [""4171"", ""8679""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Brightway Hosting""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000062,mdgo_v05_fin_user_0003,C,True,"{""amount"": [""$2360""], ""account_last4"": [""4171"", ""8679""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Brightway Hosting""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
mdgo_v05_probe_000062,mdgo_v05_fin_user_0003,D,False,"{""amount"": [""$2360""], ""account_last4"": [""4171"", ""8679""], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": [""Brightway Hosting""]}","{""amount"": [], ""account_last4"": [], ""error_code"": [], ""case_reference"": [], ""version"": [], ""merchant"": []}",{},True
