probe_id,probe_type,gold_choice_id,gold_word_count,mean_distractor_word_count,gold_minus_distractor_mean,longest_choice_ids,shortest_choice_ids,longest_baseline_credit,shortest_baseline_credit
mdgo_v05_probe_000304,temporal_scope,A,80,76.333,3.667,A,"B,D",1.0,0.0
mdgo_v05_probe_000305,explicit_retrieval,B,65,68.333,-3.333,"A,D","B,C",0.0,0.5
mdgo_v05_probe_000306,long_gap_direct,C,41,42.333,-1.333,A,B,0.0,0.0
mdgo_v05_probe_000307,implicit_direct,D,38,42.667,-4.667,C,D,0.0,1.0
mdgo_v05_probe_000308,boundary_near_miss,A,41,46.333,-5.333,C,B,0.0,0.0
mdgo_v05_probe_000309,boundary_plus_active,B,69,71.333,-2.333,C,D,0.0,0.0
mdgo_v05_probe_000310,exception_nested,C,35,45.667,-10.667,D,C,0.0,1.0
mdgo_v05_probe_000311,exception_plus_active,D,78,73.667,4.333,A,C,0.0,0.0
mdgo_v05_probe_000312,composition_pair,A,80,74,6,A,D,1.0,0.0
mdgo_v05_probe_000313,composition_pair_2,B,78,79.667,-1.667,D,A,0.0,0.0
mdgo_v05_probe_000314,composition_triple,C,108,99.333,8.667,C,B,1.0,0.0
mdgo_v05_probe_000315,priority_pair,D,67,76.333,-9.333,C,D,0.0,1.0
mdgo_v05_probe_000316,priority_triple,A,97,101,-4,D,"A,B",0.0,0.5
mdgo_v05_probe_000317,drift_recent_override,B,44,41.667,2.333,B,"C,D",1.0,0.0
mdgo_v05_probe_000318,drift_composition,C,70,71,-1,B,A,0.0,0.0
mdgo_v05_probe_000319,drift_exception,D,39,44.667,-5.667,C,"B,D",0.0,0.5
mdgo_v05_probe_000320,false_personalization,A,53,52.333,0.667,B,D,0.0,0.0
mdgo_v05_probe_000321,insufficient_evidence,B,67,53.667,13.333,B,C,1.0,0.0
mdgo_v05_probe_000322,temporal_scope,C,67,73,-6,D,C,0.0,1.0
mdgo_v05_probe_000323,explicit_retrieval,D,73,79.667,-6.667,"A,C",D,0.0,1.0
mdgo_v05_probe_000324,long_gap_direct,A,41,45,-4,D,A,0.0,1.0
mdgo_v05_probe_000325,implicit_direct,B,45,47.667,-2.667,A,C,0.0,0.0
mdgo_v05_probe_000326,boundary_near_miss,C,42,44.333,-2.333,B,A,0.0,0.0
mdgo_v05_probe_000327,boundary_plus_active,D,73,74.333,-1.333,B,C,0.0,0.0
mdgo_v05_probe_000328,exception_nested,A,57,47.333,9.667,A,B,1.0,0.0
mdgo_v05_probe_000329,exception_plus_active,B,79,74.333,4.667,A,C,0.0,0.0
mdgo_v05_probe_000330,composition_pair,C,67,70.333,-3.333,A,B,0.0,0.0
mdgo_v05_probe_000331,composition_pair_2,D,78,80,-2,C,B,0.0,0.0
mdgo_v05_probe_000332,composition_triple,A,115,105.333,9.667,A,C,1.0,0.0
mdgo_v05_probe_000333,priority_pair,B,69,66.667,2.333,A,C,0.0,0.0
mdgo_v05_probe_000334,priority_triple,C,105,97.333,7.667,C,B,1.0,0.0
mdgo_v05_probe_000335,drift_recent_override,D,39,46.333,-7.333,B,D,0.0,1.0
mdgo_v05_probe_000336,drift_composition,A,65,73.333,-8.333,C,A,0.0,1.0
mdgo_v05_probe_000337,drift_exception,B,44,45.667,-1.667,A,D,0.0,0.0
mdgo_v05_probe_000338,false_personalization,C,50,54.667,-4.667,B,C,0.0,1.0
mdgo_v05_probe_000339,insufficient_evidence,D,56,55,1,A,"B,C",0.0,0.0
mdgo_v05_probe_000340,temporal_scope,A,71,70,1,"A,B,D",C,0.3333,0.0
mdgo_v05_probe_000341,explicit_retrieval,B,69,66.667,2.333,A,D,0.0,0.0
mdgo_v05_probe_000342,long_gap_direct,C,45,43.667,1.333,B,D,0.0,0.0
mdgo_v05_probe_000343,implicit_direct,D,44,47,-3,C,A,0.0,0.0
mdgo_v05_probe_000344,boundary_near_miss,A,46,51,-5,B,A,0.0,1.0
mdgo_v05_probe_000345,boundary_plus_active,B,71,67,4,B,D,1.0,0.0
mdgo_v05_probe_000346,exception_nested,C,42,48.333,-6.333,A,C,0.0,1.0
mdgo_v05_probe_000347,exception_plus_active,D,68,68,0,"A,B,C,D","A,B,C,D",0.25,0.25
mdgo_v05_probe_000348,composition_pair,A,64,63.667,0.333,C,B,0.0,0.0
mdgo_v05_probe_000349,composition_pair_2,B,65,67.333,-2.333,C,A,0.0,0.0
mdgo_v05_probe_000350,composition_triple,C,92,95.333,-3.333,D,B,0.0,0.0
mdgo_v05_probe_000351,priority_pair,D,64,70.333,-6.333,C,D,0.0,1.0
mdgo_v05_probe_000352,priority_triple,A,87,86.667,0.333,D,"B,C",0.0,0.0
mdgo_v05_probe_000353,drift_recent_override,B,42,44.667,-2.667,C,D,0.0,0.0
mdgo_v05_probe_000354,drift_composition,C,68,76.333,-8.333,B,C,0.0,1.0
mdgo_v05_probe_000355,drift_exception,D,43,43.333,-0.333,"B,C",A,0.0,0.0
mdgo_v05_probe_000356,false_personalization,A,53,55.667,-2.667,D,B,0.0,0.0
mdgo_v05_probe_000357,insufficient_evidence,B,66,57.333,8.667,B,A,1.0,0.0
mdgo_v05_probe_000358,temporal_scope,C,71,77,-6,B,A,0.0,0.0
mdgo_v05_probe_000359,explicit_retrieval,D,77,70.667,6.333,D,C,1.0,0.0
mdgo_v05_probe_000360,long_gap_direct,A,42,44,-2,C,D,0.0,0.0
mdgo_v05_probe_000361,implicit_direct,B,42,43.333,-1.333,"A,D","B,C",0.0,0.5
mdgo_v05_probe_000362,boundary_near_miss,C,54,42.667,11.333,C,D,1.0,0.0
mdgo_v05_probe_000363,boundary_plus_active,D,72,72.333,-0.333,B,C,0.0,0.0
mdgo_v05_probe_000364,exception_nested,A,46,51.667,-5.667,C,B,0.0,0.0
mdgo_v05_probe_000365,exception_plus_active,B,72,71,1,C,D,0.0,0.0
mdgo_v05_probe_000366,composition_pair,C,68,68.333,-0.333,D,A,0.0,0.0
mdgo_v05_probe_000367,composition_pair_2,D,73,73.333,-0.333,A,C,0.0,0.0
mdgo_v05_probe_000368,composition_triple,A,90,96.667,-6.667,B,A,0.0,1.0
mdgo_v05_probe_000369,priority_pair,B,79,77.333,1.667,C,D,0.0,0.0
mdgo_v05_probe_000370,priority_triple,C,86,86.667,-0.667,D,"A,B,C",0.0,0.3333
mdgo_v05_probe_000371,drift_recent_override,D,42,44.333,-2.333,C,A,0.0,0.0
mdgo_v05_probe_000372,drift_composition,A,59,61.667,-2.667,B,A,0.0,1.0
mdgo_v05_probe_000373,drift_exception,B,43,43,0,C,"A,D",0.0,0.0
mdgo_v05_probe_000374,false_personalization,C,53,51.333,1.667,B,D,0.0,0.0
mdgo_v05_probe_000375,insufficient_evidence,D,53,57,-4,C,B,0.0,0.0
mdgo_v05_probe_000376,temporal_scope,A,70,68.667,1.333,C,B,0.0,0.0
mdgo_v05_probe_000377,explicit_retrieval,B,75,72,3,A,"C,D",0.0,0.0
mdgo_v05_probe_000378,long_gap_direct,C,40,38.667,1.333,A,B,0.0,0.0
mdgo_v05_probe_000379,implicit_direct,D,49,53.667,-4.667,B,D,0.0,1.0
mdgo_v05_probe_000380,boundary_near_miss,A,39,46,-7,D,A,0.0,1.0
mdgo_v05_probe_000381,boundary_plus_active,B,70,77.333,-7.333,A,B,0.0,1.0
mdgo_v05_probe_000382,exception_nested,C,40,43,-3,A,B,0.0,0.0
mdgo_v05_probe_000383,exception_plus_active,D,67,74.667,-7.667,A,D,0.0,1.0
mdgo_v05_probe_000384,composition_pair,A,66,74.333,-8.333,"B,D",A,0.0,1.0
mdgo_v05_probe_000385,composition_pair_2,B,73,80.667,-7.667,A,B,0.0,1.0
mdgo_v05_probe_000386,composition_triple,C,102,105.667,-3.667,B,"C,D",0.0,0.5
mdgo_v05_probe_000387,priority_pair,D,70,73.333,-3.333,A,C,0.0,0.0
mdgo_v05_probe_000388,priority_triple,A,109,97,12,A,B,1.0,0.0
mdgo_v05_probe_000389,drift_recent_override,B,43,37.667,5.333,B,A,1.0,0.0
mdgo_v05_probe_000390,drift_composition,C,82,66,16,C,A,1.0,0.0
mdgo_v05_probe_000391,drift_exception,D,39,45,-6,A,D,0.0,1.0
mdgo_v05_probe_000392,false_personalization,A,53,51.333,1.667,D,B,0.0,0.0
mdgo_v05_probe_000393,insufficient_evidence,B,56,56,0,A,C,0.0,0.0
mdgo_v05_probe_000394,temporal_scope,C,72,76.667,-4.667,D,A,0.0,0.0
mdgo_v05_probe_000395,explicit_retrieval,D,72,75.667,-3.667,A,B,0.0,0.0
mdgo_v05_probe_000396,long_gap_direct,A,47,42.667,4.333,A,"B,C",1.0,0.0
mdgo_v05_probe_000397,implicit_direct,B,42,47.333,-5.333,C,"B,D",0.0,0.5
mdgo_v05_probe_000398,boundary_near_miss,C,38,42,-4,B,C,0.0,1.0
mdgo_v05_probe_000399,boundary_plus_active,D,68,74.333,-6.333,C,D,0.0,1.0
mdgo_v05_probe_000400,exception_nested,A,37,41.667,-4.667,D,A,0.0,1.0
mdgo_v05_probe_000401,exception_plus_active,B,81,72,9,B,D,1.0,0.0
mdgo_v05_probe_000402,composition_pair,C,74,65.333,8.667,C,A,1.0,0.0
mdgo_v05_probe_000403,composition_pair_2,D,66,69,-3,B,A,0.0,0.0
mdgo_v05_probe_000404,composition_triple,A,102,97,5,D,C,0.0,0.0
mdgo_v05_probe_000405,priority_pair,B,80,75.667,4.333,"B,D",C,0.5,0.0
mdgo_v05_probe_000406,priority_triple,C,93,97.333,-4.333,B,"C,D",0.0,0.5
mdgo_v05_probe_000407,drift_recent_override,D,51,46,5,A,C,0.0,0.0
mdgo_v05_probe_000408,drift_composition,A,63,65,-2,B,D,0.0,0.0
mdgo_v05_probe_000409,drift_exception,B,41,39.333,1.667,B,"A,C",1.0,0.0
mdgo_v05_probe_000410,false_personalization,C,53,51.333,1.667,B,D,0.0,0.0
mdgo_v05_probe_000411,insufficient_evidence,D,56,53.667,2.333,"B,D",A,0.5,0.0
mdgo_v05_probe_000412,temporal_scope,A,65,70.667,-5.667,B,D,0.0,0.0
mdgo_v05_probe_000413,explicit_retrieval,B,68,72.667,-4.667,A,B,0.0,1.0
mdgo_v05_probe_000414,long_gap_direct,C,41,43.333,-2.333,"A,B",C,0.0,1.0
mdgo_v05_probe_000415,implicit_direct,D,42,46.667,-4.667,B,D,0.0,1.0
mdgo_v05_probe_000416,boundary_near_miss,A,43,40.333,2.667,A,B,1.0,0.0
mdgo_v05_probe_000417,boundary_plus_active,B,78,67.667,10.333,B,"A,C",1.0,0.0
mdgo_v05_probe_000418,exception_nested,C,52,47,5,A,D,0.0,0.0
mdgo_v05_probe_000419,exception_plus_active,D,76,69,7,D,A,1.0,0.0
mdgo_v05_probe_000420,composition_pair,A,70,74.333,-4.333,D,A,0.0,1.0
mdgo_v05_probe_000421,composition_pair_2,B,87,79.333,7.667,B,"A,C",1.0,0.0
mdgo_v05_probe_000422,composition_triple,C,98,93,5,C,B,1.0,0.0
mdgo_v05_probe_000423,priority_pair,D,69,77.333,-8.333,C,D,0.0,1.0
mdgo_v05_probe_000424,priority_triple,A,94,96.333,-2.333,C,B,0.0,0.0
mdgo_v05_probe_000425,drift_recent_override,B,43,46.667,-3.667,D,B,0.0,1.0
mdgo_v05_probe_000426,drift_composition,C,78,67,11,C,"A,D",1.0,0.0
mdgo_v05_probe_000427,drift_exception,D,43,40,3,D,"B,C",1.0,0.0
mdgo_v05_probe_000428,false_personalization,A,53,56.667,-3.667,C,A,0.0,1.0
mdgo_v05_probe_000429,insufficient_evidence,B,56,54.333,1.667,D,C,0.0,0.0
mdgo_v05_probe_000430,temporal_scope,C,61,62.667,-1.667,D,"A,C",0.0,0.5
mdgo_v05_probe_000431,explicit_retrieval,D,76,74,2,C,B,0.0,0.0
mdgo_v05_probe_000432,long_gap_direct,A,41,40.667,0.333,D,B,0.0,0.0
mdgo_v05_probe_000433,implicit_direct,B,58,43.667,14.333,B,C,1.0,0.0
mdgo_v05_probe_000434,boundary_near_miss,C,44,43.333,0.667,A,B,0.0,0.0
mdgo_v05_probe_000435,boundary_plus_active,D,65,70,-5,B,C,0.0,0.0
mdgo_v05_probe_000436,exception_nested,A,52,46,6,D,C,0.0,0.0
mdgo_v05_probe_000437,exception_plus_active,B,77,72.333,4.667,A,C,0.0,0.0
mdgo_v05_probe_000438,composition_pair,C,69,68.667,0.333,A,D,0.0,0.0
mdgo_v05_probe_000439,composition_pair_2,D,70,77.667,-7.667,A,D,0.0,1.0
mdgo_v05_probe_000440,composition_triple,A,94,99.333,-5.333,D,A,0.0,1.0
mdgo_v05_probe_000441,priority_pair,B,72,81.333,-9.333,D,B,0.0,1.0
mdgo_v05_probe_000442,priority_triple,C,89,95.333,-6.333,A,C,0.0,1.0
mdgo_v05_probe_000443,drift_recent_override,D,55,42.333,12.667,D,C,1.0,0.0
mdgo_v05_probe_000444,drift_composition,A,73,75,-2,C,D,0.0,0.0
mdgo_v05_probe_000445,drift_exception,B,53,40.333,12.667,B,C,1.0,0.0
mdgo_v05_probe_000446,false_personalization,C,53,56,-3,D,A,0.0,0.0
mdgo_v05_probe_000447,insufficient_evidence,D,55,56.333,-1.333,C,A,0.0,0.0
mdgo_v05_probe_000448,temporal_scope,A,71,71,0,"B,C",D,0.0,0.0
mdgo_v05_probe_000449,explicit_retrieval,B,69,72.333,-3.333,A,C,0.0,0.0
mdgo_v05_probe_000450,long_gap_direct,C,42,47,-5,B,A,0.0,0.0
mdgo_v05_probe_000451,implicit_direct,D,52,39,13,D,A,1.0,0.0
mdgo_v05_probe_000452,boundary_near_miss,A,55,41.333,13.667,A,B,1.0,0.0
mdgo_v05_probe_000453,boundary_plus_active,B,71,70.667,0.333,C,D,0.0,0.0
mdgo_v05_probe_000454,exception_nested,C,39,41.667,-2.667,A,B,0.0,0.0
mdgo_v05_probe_000455,exception_plus_active,D,59,68.667,-9.667,A,D,0.0,1.0
mdgo_v05_probe_000456,composition_pair,A,69,77.333,-8.333,D,A,0.0,1.0
mdgo_v05_probe_000457,composition_pair_2,B,68,77.333,-9.333,"A,D",B,0.0,1.0
mdgo_v05_probe_000458,composition_triple,C,105,98.333,6.667,C,D,1.0,0.0
mdgo_v05_probe_000459,priority_pair,D,66,67,-1,A,"B,C",0.0,0.0
mdgo_v05_probe_000460,priority_triple,A,91,100,-9,B,A,0.0,1.0
mdgo_v05_probe_000461,drift_recent_override,B,45,45.333,-0.333,A,D,0.0,0.0
mdgo_v05_probe_000462,drift_composition,C,75,73.333,1.667,"A,B,C",D,0.3333,0.0
mdgo_v05_probe_000463,drift_exception,D,41,38.333,2.667,D,C,1.0,0.0
mdgo_v05_probe_000464,false_personalization,A,53,55.667,-2.667,C,D,0.0,0.0
mdgo_v05_probe_000465,insufficient_evidence,B,56,55,1,D,"A,C",0.0,0.0
mdgo_v05_probe_000466,temporal_scope,C,67,73.333,-6.333,B,C,0.0,1.0
mdgo_v05_probe_000467,explicit_retrieval,D,62,67.333,-5.333,A,D,0.0,1.0
mdgo_v05_probe_000468,long_gap_direct,A,54,50.333,3.667,C,D,0.0,0.0
mdgo_v05_probe_000469,implicit_direct,B,43,45,-2,C,D,0.0,0.0
mdgo_v05_probe_000470,boundary_near_miss,C,52,47.667,4.333,"B,C",D,0.5,0.0
mdgo_v05_probe_000471,boundary_plus_active,D,75,72,3,D,C,1.0,0.0
mdgo_v05_probe_000472,exception_nested,A,41,44,-3,C,D,0.0,0.0
mdgo_v05_probe_000473,exception_plus_active,B,74,73.667,0.333,C,D,0.0,0.0
mdgo_v05_probe_000474,composition_pair,C,71,67,4,C,D,1.0,0.0
mdgo_v05_probe_000475,composition_pair_2,D,76,76,0,C,A,0.0,0.0
mdgo_v05_probe_000476,composition_triple,A,101,92,9,A,C,1.0,0.0
mdgo_v05_probe_000477,priority_pair,B,71,79.667,-8.667,A,B,0.0,1.0
mdgo_v05_probe_000478,priority_triple,C,109,103.333,5.667,"A,C",B,0.5,0.0
mdgo_v05_probe_000479,drift_recent_override,D,39,40.667,-1.667,B,D,0.0,1.0
mdgo_v05_probe_000480,drift_composition,A,64,73.333,-9.333,C,A,0.0,1.0
mdgo_v05_probe_000481,drift_exception,B,40,43.333,-3.333,"A,C",B,0.0,1.0
mdgo_v05_probe_000482,false_personalization,C,53,54.667,-1.667,A,B,0.0,0.0
mdgo_v05_probe_000483,insufficient_evidence,D,56,60,-4,C,A,0.0,0.0
mdgo_v05_probe_000484,temporal_scope,A,72,71,1,"A,B,D",C,0.3333,0.0
mdgo_v05_probe_000485,explicit_retrieval,B,70,66.333,3.667,B,A,1.0,0.0
mdgo_v05_probe_000486,long_gap_direct,C,45,47,-2,A,"B,D",0.0,0.0
mdgo_v05_probe_000487,implicit_direct,D,52,42.667,9.333,"A,D",B,0.5,0.0
mdgo_v05_probe_000488,boundary_near_miss,A,38,43,-5,D,A,0.0,1.0
mdgo_v05_probe_000489,boundary_plus_active,B,64,69.333,-5.333,C,"A,B",0.0,0.5
mdgo_v05_probe_000490,exception_nested,C,40,39.667,0.333,"A,C,D",B,0.3333,0.0
mdgo_v05_probe_000491,exception_plus_active,D,63,62.667,0.333,B,A,0.0,0.0
mdgo_v05_probe_000492,composition_pair,A,69,80.667,-11.667,C,A,0.0,1.0
mdgo_v05_probe_000493,composition_pair_2,B,83,75.667,7.333,B,A,1.0,0.0
mdgo_v05_probe_000494,composition_triple,C,95,99,-4,B,A,0.0,0.0
mdgo_v05_probe_000495,priority_pair,D,73,79.333,-6.333,A,D,0.0,1.0
mdgo_v05_probe_000496,priority_triple,A,89,90.333,-1.333,"B,D","A,C",0.0,0.5
mdgo_v05_probe_000497,drift_recent_override,B,40,48,-8,A,B,0.0,1.0
mdgo_v05_probe_000498,drift_composition,C,65,70.333,-5.333,A,B,0.0,0.0
mdgo_v05_probe_000499,drift_exception,D,40,43.333,-3.333,A,C,0.0,0.0
mdgo_v05_probe_000500,false_personalization,A,53,57.333,-4.333,B,D,0.0,0.0
mdgo_v05_probe_000501,insufficient_evidence,B,55,61.667,-6.667,A,C,0.0,0.0
mdgo_v05_probe_000502,temporal_scope,C,67,65,2,B,A,0.0,0.0
mdgo_v05_probe_000503,explicit_retrieval,D,69,72.333,-3.333,B,D,0.0,1.0
mdgo_v05_probe_000504,long_gap_direct,A,44,50.667,-6.667,C,"A,B",0.0,0.5
mdgo_v05_probe_000505,implicit_direct,B,44,47,-3,C,D,0.0,0.0
mdgo_v05_probe_000506,boundary_near_miss,C,54,48.333,5.667,D,B,0.0,0.0
mdgo_v05_probe_000507,boundary_plus_active,D,65,74.667,-9.667,A,D,0.0,1.0
mdgo_v05_probe_000508,exception_nested,A,45,45.333,-0.333,B,C,0.0,0.0
mdgo_v05_probe_000509,exception_plus_active,B,72,79.333,-7.333,D,B,0.0,1.0
mdgo_v05_probe_000510,composition_pair,C,65,67,-2,A,"C,D",0.0,0.5
mdgo_v05_probe_000511,composition_pair_2,D,83,75.667,7.333,D,C,1.0,0.0
mdgo_v05_probe_000512,composition_triple,A,98,101.333,-3.333,B,D,0.0,0.0
mdgo_v05_probe_000513,priority_pair,B,83,74.667,8.333,B,D,1.0,0.0
mdgo_v05_probe_000514,priority_triple,C,102,92,10,C,A,1.0,0.0
mdgo_v05_probe_000515,drift_recent_override,D,43,43.333,-0.333,C,A,0.0,0.0
mdgo_v05_probe_000516,drift_composition,A,71,70,1,D,C,0.0,0.0
mdgo_v05_probe_000517,drift_exception,B,42,42,0,D,"A,C",0.0,0.0
mdgo_v05_probe_000518,false_personalization,C,53,51,2,B,D,0.0,0.0
mdgo_v05_probe_000519,insufficient_evidence,D,55,54.333,0.667,C,A,0.0,0.0
mdgo_v05_probe_000520,temporal_scope,A,79,70,9,A,B,1.0,0.0
mdgo_v05_probe_000521,explicit_retrieval,B,73,74.667,-1.667,D,A,0.0,0.0
mdgo_v05_probe_000522,long_gap_direct,C,40,51.667,-11.667,D,C,0.0,1.0
mdgo_v05_probe_000523,implicit_direct,D,52,53.333,-1.333,A,"B,C,D",0.0,0.3333
mdgo_v05_probe_000524,boundary_near_miss,A,53,42.667,10.333,A,C,1.0,0.0
mdgo_v05_probe_000525,boundary_plus_active,B,73,71.333,1.667,A,C,0.0,0.0
mdgo_v05_probe_000526,exception_nested,C,38,42.333,-4.333,B,C,0.0,1.0
mdgo_v05_probe_000527,exception_plus_active,D,86,80.667,5.333,A,C,0.0,0.0
mdgo_v05_probe_000528,composition_pair,A,86,76.333,9.667,A,C,1.0,0.0
mdgo_v05_probe_000529,composition_pair_2,B,76,64.667,11.333,B,"A,D",1.0,0.0
mdgo_v05_probe_000530,composition_triple,C,92,90.667,1.333,B,A,0.0,0.0
mdgo_v05_probe_000531,priority_pair,D,72,68.333,3.667,"B,D",A,0.5,0.0
mdgo_v05_probe_000532,priority_triple,A,87,90,-3,B,A,0.0,1.0
mdgo_v05_probe_000533,drift_recent_override,B,49,41,8,B,"A,C,D",1.0,0.0
mdgo_v05_probe_000534,drift_composition,C,81,77,4,A,D,0.0,0.0
mdgo_v05_probe_000535,drift_exception,D,42,47.667,-5.667,C,D,0.0,1.0
mdgo_v05_probe_000536,false_personalization,A,50,55,-5,D,A,0.0,1.0
mdgo_v05_probe_000537,insufficient_evidence,B,59,56.333,2.667,A,C,0.0,0.0
mdgo_v05_probe_000538,temporal_scope,C,77,71.667,5.333,C,D,1.0,0.0
mdgo_v05_probe_000539,explicit_retrieval,D,62,61.667,0.333,"A,B,D",C,0.3333,0.0
mdgo_v05_probe_000540,long_gap_direct,A,42,40.333,1.667,"A,D",B,0.5,0.0
mdgo_v05_probe_000541,implicit_direct,B,40,44,-4,C,D,0.0,0.0
mdgo_v05_probe_000542,boundary_near_miss,C,39,37.667,1.333,B,A,0.0,0.0
mdgo_v05_probe_000543,boundary_plus_active,D,75,70.333,4.667,A,B,0.0,0.0
mdgo_v05_probe_000544,exception_nested,A,43,43.333,-0.333,D,B,0.0,0.0
mdgo_v05_probe_000545,exception_plus_active,B,69,69.667,-0.667,D,A,0.0,0.0
mdgo_v05_probe_000546,composition_pair,C,66,68,-2,B,A,0.0,0.0
mdgo_v05_probe_000547,composition_pair_2,D,82,76.333,5.667,D,C,1.0,0.0
mdgo_v05_probe_000548,composition_triple,A,114,105.667,8.333,A,"B,C",1.0,0.0
mdgo_v05_probe_000549,priority_pair,B,68,68.667,-0.667,C,"A,B,D",0.0,0.3333
mdgo_v05_probe_000550,priority_triple,C,94,100.333,-6.333,D,"B,C",0.0,0.5
mdgo_v05_probe_000551,drift_recent_override,D,47,42,5,D,"A,B,C",1.0,0.0
mdgo_v05_probe_000552,drift_composition,A,70,74.333,-4.333,C,B,0.0,0.0
mdgo_v05_probe_000553,drift_exception,B,54,42.667,11.333,B,C,1.0,0.0
mdgo_v05_probe_000554,false_personalization,C,53,54,-1,B,D,0.0,0.0
mdgo_v05_probe_000555,insufficient_evidence,D,56,58.667,-2.667,A,C,0.0,0.0
mdgo_v05_probe_000556,temporal_scope,A,65,69.667,-4.667,C,"A,B,D",0.0,0.3333
mdgo_v05_probe_000557,explicit_retrieval,B,80,77,3,B,D,1.0,0.0
mdgo_v05_probe_000558,long_gap_direct,C,39,38.667,0.333,"A,B,C",D,0.3333,0.0
mdgo_v05_probe_000559,implicit_direct,D,42,49,-7,C,D,0.0,1.0
mdgo_v05_probe_000560,boundary_near_miss,A,47,52.333,-5.333,C,A,0.0,1.0
mdgo_v05_probe_000561,boundary_plus_active,B,73,76.333,-3.333,C,B,0.0,1.0
mdgo_v05_probe_000562,exception_nested,C,50,39,11,C,A,1.0,0.0
mdgo_v05_probe_000563,exception_plus_active,D,74,72.667,1.333,C,B,0.0,0.0
mdgo_v05_probe_000564,composition_pair,A,75,70.333,4.667,C,B,0.0,0.0
mdgo_v05_probe_000565,composition_pair_2,B,67,75.667,-8.667,D,B,0.0,1.0
mdgo_v05_probe_000566,composition_triple,C,107,104.667,2.333,D,B,0.0,0.0
mdgo_v05_probe_000567,priority_pair,D,73,76.333,-3.333,C,D,0.0,1.0
mdgo_v05_probe_000568,priority_triple,A,101,94,7,A,C,1.0,0.0
mdgo_v05_probe_000569,drift_recent_override,B,55,41,14,B,"C,D",1.0,0.0
mdgo_v05_probe_000570,drift_composition,C,79,66.667,12.333,C,D,1.0,0.0
mdgo_v05_probe_000571,drift_exception,D,45,41.333,3.667,D,"A,B",1.0,0.0
mdgo_v05_probe_000572,false_personalization,A,56,51.333,4.667,D,C,0.0,0.0
mdgo_v05_probe_000573,insufficient_evidence,B,56,54.667,1.333,"B,D",A,0.5,0.0
mdgo_v05_probe_000574,temporal_scope,C,70,73,-3,D,B,0.0,0.0
mdgo_v05_probe_000575,explicit_retrieval,D,86,71.667,14.333,D,C,1.0,0.0
mdgo_v05_probe_000576,long_gap_direct,A,44,42.333,1.667,"A,B",D,0.5,0.0
mdgo_v05_probe_000577,implicit_direct,B,53,43.667,9.333,B,D,1.0,0.0
mdgo_v05_probe_000578,boundary_near_miss,C,49,44.667,4.333,D,B,0.0,0.0
mdgo_v05_probe_000579,boundary_plus_active,D,75,71.667,3.333,D,C,1.0,0.0
mdgo_v05_probe_000580,exception_nested,A,57,47.667,9.333,A,B,1.0,0.0
mdgo_v05_probe_000581,exception_plus_active,B,83,72.333,10.667,B,A,1.0,0.0
mdgo_v05_probe_000582,composition_pair,C,76,73.667,2.333,D,"A,B",0.0,0.0
mdgo_v05_probe_000583,composition_pair_2,D,79,63.667,15.333,D,B,1.0,0.0
mdgo_v05_probe_000584,composition_triple,A,99,98.333,0.667,"C,D",B,0.0,0.0
mdgo_v05_probe_000585,priority_pair,B,64,69,-5,A,B,0.0,1.0
mdgo_v05_probe_000586,priority_triple,C,108,98,10,C,A,1.0,0.0
mdgo_v05_probe_000587,drift_recent_override,D,41,39.333,1.667,D,B,1.0,0.0
mdgo_v05_probe_000588,drift_composition,A,65,72,-7,D,C,0.0,0.0
mdgo_v05_probe_000589,drift_exception,B,47,39.667,7.333,B,D,1.0,0.0
mdgo_v05_probe_000590,false_personalization,C,56,53.667,2.333,"C,D",B,0.5,0.0
mdgo_v05_probe_000591,insufficient_evidence,D,55,58.333,-3.333,C,B,0.0,0.0
mdgo_v05_probe_000592,temporal_scope,A,63,64,-1,D,B,0.0,0.0
mdgo_v05_probe_000593,explicit_retrieval,B,68,76.333,-8.333,A,B,0.0,1.0
mdgo_v05_probe_000594,long_gap_direct,C,41,40.333,0.667,D,A,0.0,0.0
mdgo_v05_probe_000595,implicit_direct,D,44,43.667,0.333,"B,C,D",A,0.3333,0.0
mdgo_v05_probe_000596,boundary_near_miss,A,45,39,6,A,C,1.0,0.0
mdgo_v05_probe_000597,boundary_plus_active,B,82,76,6,B,"C,D",1.0,0.0
mdgo_v05_probe_000598,exception_nested,C,42,43.667,-1.667,A,"B,C",0.0,0.5
mdgo_v05_probe_000599,exception_plus_active,D,75,69,6,D,A,1.0,0.0
mdgo_v05_probe_000600,composition_pair,A,70,77,-7,D,A,0.0,1.0
mdgo_v05_probe_000601,composition_pair_2,B,78,83.333,-5.333,A,B,0.0,1.0
mdgo_v05_probe_000602,composition_triple,C,102,103.667,-1.667,B,A,0.0,0.0
mdgo_v05_probe_000603,priority_pair,D,81,69.667,11.333,D,C,1.0,0.0
mdgo_v05_probe_000604,priority_triple,A,91,100.667,-9.667,D,A,0.0,1.0
mdgo_v05_probe_000605,drift_recent_override,B,39,41.333,-2.333,"A,C",B,0.0,1.0
mdgo_v05_probe_000606,drift_composition,C,65,70.667,-5.667,A,C,0.0,1.0
mdgo_v05_probe_000607,drift_exception,D,52,40.333,11.667,D,C,1.0,0.0
mdgo_v05_probe_000608,false_personalization,A,50,60.333,-10.333,C,A,0.0,1.0
mdgo_v05_probe_000609,insufficient_evidence,B,53,58.333,-5.333,A,B,0.0,1.0
