probe_id,user_id,domain,probe_type,required_groups,best_resolved_groups,unresolved_groups_in_best_window,best_window_start_session,best_window_end_session,history_chars,window_char_budget
mdgo_v11_probe_000449,mdgo_v05_fin_user_0024,finance,dual_asof_reversal,2,0,2,0,226,340270,140000
mdgo_v11_probe_000450,mdgo_v05_fin_user_0010,finance,reference_case_reconstruction,3,1,2,120,344,335012,140000
mdgo_v11_probe_000451,mdgo_v07_sof_user_0009,software,dual_asof_reversal,2,0,2,0,235,322372,140000
mdgo_v11_probe_000452,mdgo_v05_fin_user_0033,finance,provenance_weighted_triple,3,0,3,0,230,330817,140000
mdgo_v11_probe_000453,mdgo_v07_sof_user_0012,software,surface_decoy_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_000454,mdgo_v05_fin_user_0001,finance,surface_decoy_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_000455,mdgo_v05_fin_user_0011,finance,triple_asof_interleaved,3,0,3,0,229,333048,140000
mdgo_v11_probe_000456,mdgo_v07_sof_user_0013,software,dual_asof_reversal,2,0,2,0,245,316556,140000
mdgo_v11_probe_000457,mdgo_v05_fin_user_0031,finance,reference_case_reconstruction,3,1,2,196,412,338178,140000
mdgo_v11_probe_000458,mdgo_v05_fin_user_0022,finance,surface_decoy_pair,2,0,2,0,219,343225,140000
mdgo_v11_probe_000459,mdgo_v05_fin_user_0014,finance,dual_asof_reversal,2,0,2,0,223,339699,140000
mdgo_v11_probe_000460,mdgo_v05_fin_user_0019,finance,dual_asof_reversal,2,0,2,0,225,338631,140000
mdgo_v11_probe_000461,mdgo_v05_fin_user_0025,finance,scope_temporal_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_000462,mdgo_v05_fin_user_0022,finance,triple_asof_interleaved,3,0,3,0,219,343225,140000
mdgo_v11_probe_000463,mdgo_v05_fin_user_0032,finance,reference_case_reconstruction,3,1,2,200,413,342639,140000
mdgo_v11_probe_000464,mdgo_v05_sof_user_0002,software,suggestion_rejection_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_000465,mdgo_v05_sof_user_0004,software,suggestion_rejection_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_000466,mdgo_v05_fin_user_0009,finance,surface_decoy_pair,2,0,2,0,216,341182,140000
mdgo_v11_probe_000467,mdgo_v05_fin_user_0018,finance,triple_asof_interleaved,3,0,3,0,227,331045,140000
mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,surface_decoy_pair,2,0,2,0,230,335012,140000
mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,triple_asof_interleaved,3,0,3,0,230,332598,140000
mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,reference_case_reconstruction,3,1,2,118,344,324189,140000
mdgo_v11_probe_000471,mdgo_v05_fin_user_0029,finance,dual_asof_reversal,2,0,2,0,227,332408,140000
mdgo_v11_probe_000472,mdgo_v07_sof_user_0011,software,reference_case_reconstruction,3,1,2,112,344,325058,140000
mdgo_v11_probe_000473,mdgo_v05_fin_user_0033,finance,suggestion_rejection_pair,2,0,2,0,230,330817,140000
mdgo_v11_probe_000474,mdgo_v05_fin_user_0003,finance,suggestion_rejection_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_000475,mdgo_v07_sof_user_0011,software,dual_asof_reversal,2,0,2,0,238,325058,140000
mdgo_v11_probe_000476,mdgo_v05_fin_user_0032,finance,surface_decoy_pair,2,0,2,0,223,342639,140000
mdgo_v11_probe_000477,mdgo_v05_fin_user_0020,finance,reference_case_reconstruction,3,1,2,191,412,328930,140000
mdgo_v11_probe_000478,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,123,344,338631,140000
mdgo_v11_probe_000479,mdgo_v05_fin_user_0004,finance,dual_asof_reversal,2,0,2,0,226,332730,140000
mdgo_v11_probe_000480,mdgo_v05_fin_user_0021,finance,reference_case_reconstruction,3,1,2,121,344,333807,140000
mdgo_v11_probe_000481,mdgo_v05_fin_user_0016,finance,surface_decoy_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_000482,mdgo_v05_fin_user_0014,finance,triple_asof_interleaved,3,0,3,0,223,339699,140000
mdgo_v11_probe_000483,mdgo_v05_fin_user_0002,finance,scope_temporal_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_000484,mdgo_v07_sof_user_0009,software,reference_case_reconstruction,3,1,2,118,344,322372,140000
mdgo_v11_probe_000485,mdgo_v05_fin_user_0005,finance,surface_decoy_pair,2,0,2,0,231,328129,140000
mdgo_v11_probe_000486,mdgo_v05_fin_user_0001,finance,surface_decoy_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_000487,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_000488,mdgo_v07_sof_user_0016,software,triple_asof_interleaved,3,0,3,0,233,324189,140000
mdgo_v11_probe_000489,mdgo_v05_fin_user_0029,finance,surface_decoy_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_000490,mdgo_v05_fin_user_0004,finance,dual_asof_reversal,2,0,2,0,226,332730,140000
mdgo_v11_probe_000491,mdgo_v05_fin_user_0008,finance,dual_asof_reversal,2,0,2,0,229,338243,140000
mdgo_v11_probe_000492,mdgo_v05_fin_user_0001,finance,suggestion_rejection_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_000493,mdgo_v05_fin_user_0018,finance,dual_asof_reversal,2,0,2,0,227,331045,140000
mdgo_v11_probe_000494,mdgo_v05_fin_user_0007,finance,reference_case_reconstruction,3,1,2,126,344,337224,140000
mdgo_v11_probe_000495,mdgo_v05_sof_user_0007,software,suggestion_rejection_pair,2,0,2,0,236,321840,140000
mdgo_v11_probe_000496,mdgo_v05_fin_user_0005,finance,reference_case_reconstruction,3,1,2,120,344,328129,140000
mdgo_v11_probe_000497,mdgo_v07_sof_user_0012,software,triple_asof_interleaved,3,0,3,0,236,321909,140000
mdgo_v11_probe_000498,mdgo_v05_fin_user_0014,finance,surface_decoy_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_000499,mdgo_v07_sof_user_0017,software,surface_decoy_pair,2,0,2,0,232,325699,140000
mdgo_v11_probe_000500,mdgo_v05_fin_user_0003,finance,dual_asof_reversal,2,0,2,0,230,331924,140000
mdgo_v11_probe_000501,mdgo_v07_sof_user_0011,software,suggestion_rejection_pair,2,0,2,0,238,325058,140000
mdgo_v11_probe_000502,mdgo_v05_fin_user_0029,finance,dual_asof_reversal,2,0,2,0,227,332408,140000
mdgo_v11_probe_000503,mdgo_v05_fin_user_0001,finance,surface_decoy_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_000504,mdgo_v05_sof_user_0000,software,reference_case_reconstruction,3,1,2,104,344,311624,140000
mdgo_v11_probe_000505,mdgo_v05_fin_user_0006,finance,triple_asof_interleaved,3,0,3,0,224,336433,140000
mdgo_v11_probe_000506,mdgo_v05_fin_user_0002,finance,dual_asof_reversal,2,0,2,0,225,339141,140000
mdgo_v11_probe_000507,mdgo_v05_fin_user_0005,finance,surface_decoy_pair,2,0,2,0,231,328129,140000
mdgo_v11_probe_000508,mdgo_v05_sof_user_0005,software,provenance_weighted_triple,3,0,3,0,239,318937,140000
mdgo_v11_probe_000509,mdgo_v05_sof_user_0005,software,reference_case_reconstruction,3,1,2,184,413,318937,140000
mdgo_v11_probe_000510,mdgo_v05_fin_user_0022,finance,reference_case_reconstruction,3,1,2,128,344,343225,140000
mdgo_v11_probe_000511,mdgo_v07_sof_user_0014,software,suggestion_rejection_pair,2,0,2,0,231,326919,140000
mdgo_v11_probe_000512,mdgo_v05_fin_user_0035,finance,suggestion_rejection_pair,2,0,2,0,230,332598,140000
mdgo_v11_probe_000513,mdgo_v05_fin_user_0019,finance,surface_decoy_pair,2,0,2,0,225,338631,140000
mdgo_v11_probe_000514,mdgo_v05_fin_user_0018,finance,dual_asof_reversal,2,0,2,0,227,331045,140000
mdgo_v11_probe_000515,mdgo_v05_fin_user_0032,finance,surface_decoy_pair,2,0,2,0,223,342639,140000
mdgo_v11_probe_000516,mdgo_v07_sof_user_0017,software,triple_asof_interleaved,3,0,3,0,232,325699,140000
mdgo_v11_probe_000517,mdgo_v05_sof_user_0008,software,triple_asof_interleaved,3,0,3,0,239,318483,140000
mdgo_v11_probe_000518,mdgo_v05_sof_user_0008,software,surface_decoy_pair,2,0,2,0,239,318483,140000
mdgo_v11_probe_000519,mdgo_v05_sof_user_0007,software,triple_asof_interleaved,3,0,3,0,236,321840,140000
mdgo_v11_probe_000520,mdgo_v05_fin_user_0011,finance,provenance_weighted_triple,3,0,3,0,229,333048,140000
mdgo_v11_probe_000521,mdgo_v05_sof_user_0004,software,reference_case_reconstruction,3,1,2,182,413,322411,140000
mdgo_v11_probe_000522,mdgo_v05_fin_user_0032,finance,dual_asof_reversal,2,0,2,0,223,342639,140000
mdgo_v11_probe_000523,mdgo_v07_sof_user_0009,software,reference_case_reconstruction,3,1,2,187,413,322372,140000
mdgo_v11_probe_000524,mdgo_v05_sof_user_0005,software,scope_temporal_pair,2,0,2,0,239,318937,140000
mdgo_v11_probe_000525,mdgo_v05_fin_user_0016,finance,triple_asof_interleaved,3,0,3,0,225,332320,140000
mdgo_v11_probe_000526,mdgo_v05_fin_user_0030,finance,surface_decoy_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_000527,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_000528,mdgo_v05_fin_user_0016,finance,dual_asof_reversal,2,0,2,0,225,332320,140000
mdgo_v11_probe_000529,mdgo_v05_fin_user_0006,finance,triple_asof_interleaved,3,0,3,0,224,336433,140000
mdgo_v11_probe_000530,mdgo_v05_sof_user_0004,software,surface_decoy_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_000531,mdgo_v05_sof_user_0002,software,dual_asof_reversal,2,0,2,0,237,323038,140000
mdgo_v11_probe_000532,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_000533,mdgo_v05_fin_user_0024,finance,triple_asof_interleaved,3,0,3,0,226,340270,140000
mdgo_v11_probe_000534,mdgo_v05_sof_user_0003,software,reference_case_reconstruction,3,1,2,112,344,314399,140000
mdgo_v11_probe_000535,mdgo_v05_fin_user_0033,finance,suggestion_rejection_pair,2,0,2,0,230,330817,140000
mdgo_v11_probe_000536,mdgo_v05_sof_user_0007,software,triple_asof_interleaved,3,0,3,0,236,321840,140000
mdgo_v11_probe_000537,mdgo_v07_sof_user_0012,software,reference_case_reconstruction,3,1,2,183,412,321909,140000
mdgo_v11_probe_000538,mdgo_v05_fin_user_0003,finance,scope_temporal_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_000539,mdgo_v05_fin_user_0003,finance,reference_case_reconstruction,3,1,2,187,412,331924,140000
mdgo_v11_probe_000540,mdgo_v05_fin_user_0033,finance,reference_case_reconstruction,3,1,2,120,344,330817,140000
mdgo_v11_probe_000541,mdgo_v05_fin_user_0006,finance,triple_asof_interleaved,3,0,3,0,224,336433,140000
mdgo_v11_probe_000542,mdgo_v05_fin_user_0013,finance,reference_case_reconstruction,3,1,2,128,345,345552,140000
mdgo_v11_probe_000543,mdgo_v05_fin_user_0020,finance,dual_asof_reversal,2,0,2,0,232,328930,140000
mdgo_v11_probe_000544,mdgo_v05_fin_user_0005,finance,reference_case_reconstruction,3,1,2,120,344,328129,140000
mdgo_v11_probe_000545,mdgo_v05_sof_user_0008,software,scope_temporal_pair,2,0,2,0,239,318483,140000
mdgo_v11_probe_000546,mdgo_v05_fin_user_0021,finance,dual_asof_reversal,2,0,2,0,232,333807,140000
mdgo_v11_probe_000547,mdgo_v05_fin_user_0008,finance,triple_asof_interleaved,3,0,3,0,229,338243,140000
mdgo_v11_probe_000548,mdgo_v05_fin_user_0032,finance,dual_asof_reversal,2,0,2,0,223,342639,140000
mdgo_v11_probe_000549,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_000550,mdgo_v05_sof_user_0003,software,dual_asof_reversal,2,0,2,0,242,314399,140000
mdgo_v11_probe_000551,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_000552,mdgo_v05_sof_user_0003,software,dual_asof_reversal,2,0,2,0,242,314399,140000
mdgo_v11_probe_000553,mdgo_v05_fin_user_0024,finance,triple_asof_interleaved,3,0,3,0,226,340270,140000
mdgo_v11_probe_000554,mdgo_v05_sof_user_0006,software,surface_decoy_pair,2,0,2,0,233,322287,140000
mdgo_v11_probe_000555,mdgo_v05_fin_user_0015,finance,surface_decoy_pair,2,0,2,0,222,337230,140000
mdgo_v11_probe_000556,mdgo_v05_fin_user_0022,finance,triple_asof_interleaved,3,0,3,0,219,343225,140000
mdgo_v11_probe_000557,mdgo_v05_fin_user_0002,finance,surface_decoy_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_000558,mdgo_v05_fin_user_0020,finance,triple_asof_interleaved,3,0,3,0,232,328930,140000
mdgo_v11_probe_000559,mdgo_v05_fin_user_0012,finance,provenance_weighted_triple,3,0,3,0,224,334218,140000
mdgo_v11_probe_000560,mdgo_v05_fin_user_0033,finance,triple_asof_interleaved,3,0,3,0,230,330817,140000
mdgo_v11_probe_000561,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_000562,mdgo_v05_fin_user_0025,finance,reference_case_reconstruction,3,1,2,120,344,338920,140000
mdgo_v11_probe_000563,mdgo_v05_sof_user_0002,software,suggestion_rejection_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_000564,mdgo_v05_fin_user_0035,finance,scope_temporal_pair,2,0,2,0,230,332598,140000
mdgo_v11_probe_000565,mdgo_v05_fin_user_0028,finance,scope_temporal_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_000566,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_000567,mdgo_v07_sof_user_0013,software,surface_decoy_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_000568,mdgo_v05_fin_user_0003,finance,triple_asof_interleaved,3,0,3,0,230,331924,140000
mdgo_v11_probe_000569,mdgo_v05_fin_user_0025,finance,triple_asof_interleaved,3,0,3,0,232,338920,140000
mdgo_v11_probe_000570,mdgo_v07_sof_user_0009,software,provenance_weighted_triple,3,0,3,0,235,322372,140000
mdgo_v11_probe_000571,mdgo_v05_fin_user_0006,finance,reference_case_reconstruction,3,1,2,197,412,336433,140000
mdgo_v11_probe_000572,mdgo_v05_fin_user_0001,finance,triple_asof_interleaved,3,0,3,0,226,338269,140000
mdgo_v11_probe_000573,mdgo_v07_sof_user_0017,software,dual_asof_reversal,2,0,2,0,232,325699,140000
mdgo_v11_probe_000574,mdgo_v05_fin_user_0020,finance,surface_decoy_pair,2,0,2,0,232,328930,140000
mdgo_v11_probe_000575,mdgo_v05_sof_user_0003,software,surface_decoy_pair,2,0,2,0,242,314399,140000
mdgo_v11_probe_000576,mdgo_v07_sof_user_0013,software,provenance_weighted_triple,3,0,3,0,245,316556,140000
mdgo_v11_probe_000577,mdgo_v05_fin_user_0008,finance,triple_asof_interleaved,3,0,3,0,229,338243,140000
mdgo_v11_probe_000578,mdgo_v05_fin_user_0030,finance,surface_decoy_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_000579,mdgo_v07_sof_user_0016,software,surface_decoy_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_000580,mdgo_v05_fin_user_0002,finance,reference_case_reconstruction,3,1,2,123,344,339141,140000
mdgo_v11_probe_000581,mdgo_v05_fin_user_0011,finance,surface_decoy_pair,2,0,2,0,229,333048,140000
mdgo_v11_probe_000582,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_000583,mdgo_v07_sof_user_0016,software,triple_asof_interleaved,3,0,3,0,233,324189,140000
mdgo_v11_probe_000584,mdgo_v05_fin_user_0002,finance,suggestion_rejection_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_000585,mdgo_v05_fin_user_0016,finance,provenance_weighted_triple,3,0,3,0,225,332320,140000
mdgo_v11_probe_000586,mdgo_v05_fin_user_0007,finance,triple_asof_interleaved,3,0,3,0,227,337224,140000
mdgo_v11_probe_000587,mdgo_v07_sof_user_0011,software,dual_asof_reversal,2,0,2,0,238,325058,140000
mdgo_v11_probe_000588,mdgo_v05_fin_user_0030,finance,surface_decoy_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_000589,mdgo_v05_fin_user_0002,finance,surface_decoy_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_000590,mdgo_v07_sof_user_0016,software,surface_decoy_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_000591,mdgo_v05_fin_user_0030,finance,suggestion_rejection_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_000592,mdgo_v05_fin_user_0011,finance,triple_asof_interleaved,3,0,3,0,229,333048,140000
mdgo_v11_probe_000593,mdgo_v05_fin_user_0018,finance,surface_decoy_pair,2,0,2,0,227,331045,140000
mdgo_v11_probe_000594,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_000595,mdgo_v05_fin_user_0021,finance,suggestion_rejection_pair,2,0,2,0,232,333807,140000
mdgo_v11_probe_000596,mdgo_v05_fin_user_0023,finance,triple_asof_interleaved,3,0,3,0,228,336961,140000
mdgo_v11_probe_000597,mdgo_v05_fin_user_0035,finance,reference_case_reconstruction,3,1,2,189,412,332598,140000
mdgo_v11_probe_000598,mdgo_v05_sof_user_0004,software,triple_asof_interleaved,3,0,3,0,236,322411,140000
mdgo_v11_probe_000599,mdgo_v05_fin_user_0023,finance,suggestion_rejection_pair,2,0,2,0,228,336961,140000
mdgo_v11_probe_000600,mdgo_v05_fin_user_0014,finance,reference_case_reconstruction,3,1,2,121,344,339699,140000
mdgo_v11_probe_000601,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_000602,mdgo_v05_fin_user_0025,finance,reference_case_reconstruction,3,1,2,120,344,338920,140000
mdgo_v11_probe_000603,mdgo_v05_sof_user_0001,software,surface_decoy_pair,2,0,2,0,234,322282,140000
mdgo_v11_probe_000604,mdgo_v05_fin_user_0031,finance,dual_asof_reversal,2,0,2,0,224,338178,140000
mdgo_v11_probe_000605,mdgo_v05_fin_user_0025,finance,surface_decoy_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_000606,mdgo_v05_fin_user_0023,finance,reference_case_reconstruction,3,1,2,122,344,336961,140000
mdgo_v11_probe_000607,mdgo_v05_fin_user_0025,finance,surface_decoy_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_000608,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,123,344,338631,140000
mdgo_v11_probe_000609,mdgo_v07_sof_user_0010,software,surface_decoy_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_000610,mdgo_v05_fin_user_0029,finance,surface_decoy_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_000611,mdgo_v05_fin_user_0002,finance,surface_decoy_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_000612,mdgo_v07_sof_user_0009,software,triple_asof_interleaved,3,0,3,0,235,322372,140000
mdgo_v11_probe_000613,mdgo_v07_sof_user_0013,software,surface_decoy_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_000614,mdgo_v05_fin_user_0026,finance,dual_asof_reversal,2,0,2,0,231,330059,140000
mdgo_v11_probe_000615,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_000616,mdgo_v05_fin_user_0018,finance,scope_temporal_pair,2,0,2,0,227,331045,140000
mdgo_v11_probe_000617,mdgo_v07_sof_user_0016,software,dual_asof_reversal,2,0,2,0,233,324189,140000
mdgo_v11_probe_000618,mdgo_v05_fin_user_0005,finance,surface_decoy_pair,2,0,2,0,231,328129,140000
mdgo_v11_probe_000619,mdgo_v05_fin_user_0012,finance,triple_asof_interleaved,3,0,3,0,224,334218,140000
mdgo_v11_probe_000620,mdgo_v05_fin_user_0026,finance,suggestion_rejection_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_000621,mdgo_v05_fin_user_0032,finance,provenance_weighted_triple,3,0,3,0,223,342639,140000
mdgo_v11_probe_000622,mdgo_v05_fin_user_0022,finance,surface_decoy_pair,2,0,2,0,219,343225,140000
mdgo_v11_probe_000623,mdgo_v07_sof_user_0017,software,surface_decoy_pair,2,0,2,0,232,325699,140000
mdgo_v11_probe_000624,mdgo_v07_sof_user_0013,software,provenance_weighted_triple,3,0,3,0,245,316556,140000
mdgo_v11_probe_000625,mdgo_v05_fin_user_0026,finance,reference_case_reconstruction,3,1,2,188,413,330059,140000
mdgo_v11_probe_000626,mdgo_v05_fin_user_0030,finance,triple_asof_interleaved,3,0,3,0,220,337818,140000
mdgo_v11_probe_000627,mdgo_v07_sof_user_0010,software,suggestion_rejection_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_000628,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_000629,mdgo_v05_fin_user_0020,finance,surface_decoy_pair,2,0,2,0,232,328930,140000
mdgo_v11_probe_000630,mdgo_v05_fin_user_0016,finance,surface_decoy_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_000631,mdgo_v05_fin_user_0018,finance,triple_asof_interleaved,3,0,3,0,227,331045,140000
mdgo_v11_probe_000632,mdgo_v05_fin_user_0011,finance,dual_asof_reversal,2,0,2,0,229,333048,140000
mdgo_v11_probe_000633,mdgo_v05_fin_user_0013,finance,triple_asof_interleaved,3,0,3,0,217,345552,140000
mdgo_v11_probe_000634,mdgo_v05_fin_user_0030,finance,triple_asof_interleaved,3,0,3,0,220,337818,140000
mdgo_v11_probe_000635,mdgo_v05_fin_user_0000,finance,suggestion_rejection_pair,2,0,2,0,227,333457,140000
mdgo_v11_probe_000636,mdgo_v07_sof_user_0017,software,dual_asof_reversal,2,0,2,0,232,325699,140000
mdgo_v11_probe_000637,mdgo_v05_sof_user_0006,software,triple_asof_interleaved,3,0,3,0,233,322287,140000
mdgo_v11_probe_000638,mdgo_v05_sof_user_0007,software,triple_asof_interleaved,3,0,3,0,236,321840,140000
mdgo_v11_probe_000639,mdgo_v05_sof_user_0002,software,surface_decoy_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_000640,mdgo_v05_fin_user_0012,finance,triple_asof_interleaved,3,0,3,0,224,334218,140000
mdgo_v11_probe_000641,mdgo_v07_sof_user_0010,software,reference_case_reconstruction,3,1,2,187,412,329153,140000
mdgo_v11_probe_000642,mdgo_v05_fin_user_0015,finance,reference_case_reconstruction,3,1,2,122,345,337230,140000
mdgo_v11_probe_000643,mdgo_v05_sof_user_0008,software,triple_asof_interleaved,3,0,3,0,239,318483,140000
mdgo_v11_probe_000644,mdgo_v07_sof_user_0012,software,dual_asof_reversal,2,0,2,0,236,321909,140000
mdgo_v11_probe_000645,mdgo_v05_sof_user_0002,software,surface_decoy_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_000646,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_000647,mdgo_v05_fin_user_0008,finance,triple_asof_interleaved,3,0,3,0,229,338243,140000
mdgo_v11_probe_000648,mdgo_v07_sof_user_0013,software,reference_case_reconstruction,3,1,2,109,344,316556,140000
mdgo_v11_probe_000649,mdgo_v05_fin_user_0026,finance,triple_asof_interleaved,3,0,3,0,231,330059,140000
mdgo_v11_probe_000650,mdgo_v05_fin_user_0035,finance,triple_asof_interleaved,3,0,3,0,230,332598,140000
mdgo_v11_probe_000651,mdgo_v05_fin_user_0007,finance,suggestion_rejection_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_000652,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_000653,mdgo_v05_fin_user_0008,finance,reference_case_reconstruction,3,1,2,195,412,338243,140000
mdgo_v11_probe_000654,mdgo_v05_fin_user_0003,finance,dual_asof_reversal,2,0,2,0,230,331924,140000
mdgo_v11_probe_000655,mdgo_v05_sof_user_0002,software,suggestion_rejection_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_000656,mdgo_v05_sof_user_0008,software,dual_asof_reversal,2,0,2,0,239,318483,140000
mdgo_v11_probe_000657,mdgo_v05_fin_user_0003,finance,reference_case_reconstruction,3,1,2,187,412,331924,140000
mdgo_v11_probe_000658,mdgo_v05_fin_user_0023,finance,triple_asof_interleaved,3,0,3,0,228,336961,140000
mdgo_v11_probe_000659,mdgo_v07_sof_user_0012,software,scope_temporal_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_000660,mdgo_v05_fin_user_0026,finance,dual_asof_reversal,2,0,2,0,231,330059,140000
mdgo_v11_probe_000661,mdgo_v05_fin_user_0025,finance,surface_decoy_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_000662,mdgo_v05_fin_user_0035,finance,dual_asof_reversal,2,0,2,0,230,332598,140000
mdgo_v11_probe_000663,mdgo_v05_sof_user_0007,software,reference_case_reconstruction,3,1,2,183,412,321840,140000
mdgo_v11_probe_000664,mdgo_v05_fin_user_0016,finance,dual_asof_reversal,2,0,2,0,225,332320,140000
mdgo_v11_probe_000665,mdgo_v05_fin_user_0031,finance,triple_asof_interleaved,3,0,3,0,224,338178,140000
mdgo_v11_probe_000666,mdgo_v05_fin_user_0005,finance,surface_decoy_pair,2,0,2,0,231,328129,140000
mdgo_v11_probe_000667,mdgo_v05_fin_user_0022,finance,suggestion_rejection_pair,2,0,2,0,219,343225,140000
mdgo_v11_probe_000668,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_000669,mdgo_v05_fin_user_0014,finance,triple_asof_interleaved,3,0,3,0,223,339699,140000
mdgo_v11_probe_000670,mdgo_v07_sof_user_0009,software,dual_asof_reversal,2,0,2,0,235,322372,140000
mdgo_v11_probe_000671,mdgo_v05_sof_user_0001,software,provenance_weighted_triple,3,0,3,0,234,322282,140000
mdgo_v11_probe_000672,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_000673,mdgo_v07_sof_user_0016,software,suggestion_rejection_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_000674,mdgo_v05_fin_user_0013,finance,reference_case_reconstruction,3,1,2,128,345,345552,140000
mdgo_v11_probe_000675,mdgo_v05_fin_user_0016,finance,triple_asof_interleaved,3,0,3,0,225,332320,140000
mdgo_v11_probe_000676,mdgo_v05_fin_user_0004,finance,provenance_weighted_triple,3,0,3,0,226,332730,140000
mdgo_v11_probe_000677,mdgo_v05_sof_user_0001,software,reference_case_reconstruction,3,1,2,183,412,322282,140000
mdgo_v11_probe_000678,mdgo_v07_sof_user_0009,software,triple_asof_interleaved,3,0,3,0,235,322372,140000
mdgo_v11_probe_000679,mdgo_v07_sof_user_0013,software,suggestion_rejection_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_000680,mdgo_v05_fin_user_0030,finance,surface_decoy_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_000681,mdgo_v05_fin_user_0018,finance,dual_asof_reversal,2,0,2,0,227,331045,140000
mdgo_v11_probe_000682,mdgo_v05_sof_user_0002,software,reference_case_reconstruction,3,1,2,112,344,323038,140000
