session_id,user_id,domain,primary_source_conversation_id,source_intent,all_source_conversation_ids_json,style_exemplar_ids_json,usage_mode
mdgo_v05_fin_user_0011_s0050,mdgo_v05_fin_user_0011,finance,acs-689c06fa-2d11-40db-ab40-e75d5e9d36c1-1,lost_card,"[""acs-e8f1428c-8d39-4df9-b063-9c386e2b48c1-1"", ""acs-7a308572-3b30-4643-ad1e-c8cfa138209d-1""]","[""acs-e8f1428c-8d39-4df9-b063-9c386e2b48c1-1"", ""acs-7a308572-3b30-4643-ad1e-c8cfa138209d-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0052,mdgo_v05_fin_user_0011,finance,acs-64ac2f9d-6106-4f4d-b91b-08ca236a2d7a-1,loan,"[""acs-52d3c1ac-1f75-4635-9df8-ebebf073a006-1"", ""acs-e5259a77-279e-46dc-a703-f3a510c55300-1""]","[""acs-52d3c1ac-1f75-4635-9df8-ebebf073a006-1"", ""acs-e5259a77-279e-46dc-a703-f3a510c55300-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0054,mdgo_v05_fin_user_0011,finance,acs-8717783d-fce2-48f2-8661-bf8c4eace6ca-1,balance,"[""acs-1f9bad0a-a0e0-4e42-80b0-ec9ba798e2ef-1"", ""acs-6537d55e-9356-4518-bf93-dcfe662f37bc-1""]","[""acs-1f9bad0a-a0e0-4e42-80b0-ec9ba798e2ef-1"", ""acs-6537d55e-9356-4518-bf93-dcfe662f37bc-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0055,mdgo_v05_fin_user_0011,finance,acs-234ac04d-edf7-4dcf-9b7f-1e28ddd497e0-1,lost_card,"[""acs-fa20201d-7f68-422c-9303-e08d1519238e-1"", ""acs-023f9095-7de3-4ee4-9da2-d68d4e9a6240-1""]","[""acs-fa20201d-7f68-422c-9303-e08d1519238e-1"", ""acs-023f9095-7de3-4ee4-9da2-d68d4e9a6240-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0056,mdgo_v05_fin_user_0011,finance,acs-a2a363d0-d5a2-4b88-94bd-ad9383837b26-1,address_change,"[""acs-da6975de-4d63-483f-b3d2-b5b75c84140a-1""]","[""acs-da6975de-4d63-483f-b3d2-b5b75c84140a-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0058,mdgo_v05_fin_user_0011,finance,acs-9d6963b8-0bea-4eec-a62f-80d9a896cc02-1,transfer,"[""acs-91b89c5f-212b-44d3-9c2b-23e4ced48d7f-1""]","[""acs-91b89c5f-212b-44d3-9c2b-23e4ced48d7f-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0059,mdgo_v05_fin_user_0011,finance,acs-3e6f8f2b-0324-486d-9b88-5707e32f9b9e-1,address_change,"[""acs-ac1cc77e-44a3-46de-94c1-5aea77620b77-1""]","[""acs-ac1cc77e-44a3-46de-94c1-5aea77620b77-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0060,mdgo_v05_fin_user_0011,finance,acs-a563054e-bb80-4c24-8978-c2d82116d60b-1,address_change,"[""acs-d89deb09-000c-4860-8d9b-9460924bf3b7-1"", ""acs-f744d18a-3db6-4bb2-a266-c9601f13ffa7-1""]","[""acs-d89deb09-000c-4860-8d9b-9460924bf3b7-1"", ""acs-f744d18a-3db6-4bb2-a266-c9601f13ffa7-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0061,mdgo_v05_fin_user_0011,finance,acs-fe6a24e0-8927-448f-8f58-4f42b054cc5e-1,balance,"[""acs-250e9351-0086-4e2d-bba4-8f924ade9bbf-1"", ""acs-92e8bb93-d872-4e97-8adb-94a41e8675a8-1""]","[""acs-250e9351-0086-4e2d-bba4-8f924ade9bbf-1"", ""acs-92e8bb93-d872-4e97-8adb-94a41e8675a8-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0062,mdgo_v05_fin_user_0011,finance,acs-614d551b-e8cb-4c19-80b0-427ea801e1b3-1,branch_info,"[""acs-561c8f81-932e-4591-a9b9-79496fd45686-1""]","[""acs-561c8f81-932e-4591-a9b9-79496fd45686-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0063,mdgo_v05_fin_user_0011,finance,acs-7ff54b77-52e3-4580-a45b-9cf0dbb37e22-1,address_change,"[""acs-9b357bb4-ebee-4d99-8422-37e00d8f2f39-1""]","[""acs-9b357bb4-ebee-4d99-8422-37e00d8f2f39-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0064,mdgo_v05_fin_user_0011,finance,acs-ca7d6bcb-400c-4395-b899-f38425daf5b6-1,lost_card,"[""acs-9e2b4d8b-3f48-455e-9854-54e217786a6c-1""]","[""acs-9e2b4d8b-3f48-455e-9854-54e217786a6c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0065,mdgo_v05_fin_user_0011,finance,acs-acf0ccc9-269c-4e4f-9146-dc5cfa311727-1,address_change,"[""acs-1df6b736-1cf5-4d9c-8bfc-4cae032db939-1""]","[""acs-1df6b736-1cf5-4d9c-8bfc-4cae032db939-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0066,mdgo_v05_fin_user_0011,finance,acs-2741ce84-37f0-45d5-ada1-0a122f9d1aba-1,loan,"[""acs-7fe568e1-e627-4cfa-9b6b-d2a57b691fee-1""]","[""acs-7fe568e1-e627-4cfa-9b6b-d2a57b691fee-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0067,mdgo_v05_fin_user_0011,finance,acs-af596d39-ae73-448b-8651-a22b1dc6601f-1,dispute_charge,"[""acs-ab7057bf-9f1f-491d-8a98-da5dea8d49a1-1""]","[""acs-ab7057bf-9f1f-491d-8a98-da5dea8d49a1-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0068,mdgo_v05_fin_user_0011,finance,acs-cd4abef0-04ce-44ae-96b2-20884a8cf8c1-1,checks_routing,"[""acs-d4b1cd49-3e39-4c2c-a10a-92262a3e1a30-1""]","[""acs-d4b1cd49-3e39-4c2c-a10a-92262a3e1a30-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0069,mdgo_v05_fin_user_0011,finance,acs-7d7dc43d-4548-423b-84bf-7aae9192a5f4-1,address_change,"[""acs-4297dcaf-e272-4d03-b05c-74ac6b888c58-1"", ""acs-2bab4ada-4ab1-443b-9d81-90c097c96c09-1""]","[""acs-4297dcaf-e272-4d03-b05c-74ac6b888c58-1"", ""acs-2bab4ada-4ab1-443b-9d81-90c097c96c09-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0070,mdgo_v05_fin_user_0011,finance,acs-10dfe3ab-cdf3-4f69-9590-54509d86060b-1,address_change,"[""acs-9e2b4d8b-3f48-455e-9854-54e217786a6c-1"", ""acs-b40753ec-cc22-4e43-8f08-96854b1b4eee-1""]","[""acs-9e2b4d8b-3f48-455e-9854-54e217786a6c-1"", ""acs-b40753ec-cc22-4e43-8f08-96854b1b4eee-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0071,mdgo_v05_fin_user_0011,finance,acs-880dde4b-a881-4cd2-ae9e-20ddf6295622-1,transfer,"[""acs-53c9166b-5a7c-45c3-b327-6596fb37b050-1"", ""acs-bd299f5b-4dbd-4459-be7f-11de156a172b-1""]","[""acs-53c9166b-5a7c-45c3-b327-6596fb37b050-1"", ""acs-bd299f5b-4dbd-4459-be7f-11de156a172b-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0072,mdgo_v05_fin_user_0011,finance,acs-178f3962-e3d8-41ec-88df-9aa574c73e27-1,checks_routing,"[""acs-a920ed30-c2ff-48b7-ae0b-2c035ef4e7df-1"", ""acs-f22b70a9-f994-46e3-a1ea-894b98188bf5-1""]","[""acs-a920ed30-c2ff-48b7-ae0b-2c035ef4e7df-1"", ""acs-f22b70a9-f994-46e3-a1ea-894b98188bf5-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0073,mdgo_v05_fin_user_0011,finance,acs-5e251973-f08c-40fd-9787-2a16f5064baa-1,address_change,"[""acs-a875a08a-ae6b-4722-8522-110463d82743-1""]","[""acs-a875a08a-ae6b-4722-8522-110463d82743-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0074,mdgo_v05_fin_user_0011,finance,acs-07b1ec13-dd6e-4092-a673-b10191ef0a95-1,address_change,"[""acs-4ce47d82-2c4a-49eb-9d97-a185c37bd8a2-1""]","[""acs-4ce47d82-2c4a-49eb-9d97-a185c37bd8a2-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0075,mdgo_v05_fin_user_0011,finance,acs-eb0c3fa8-e1ad-40da-9728-7d2aae91bb9e-1,balance,"[""acs-63e074a8-65ef-499f-b586-55477bd20f01-1"", ""acs-f327a5fe-d253-4f49-afe9-7286fd851307-1""]","[""acs-63e074a8-65ef-499f-b586-55477bd20f01-1"", ""acs-f327a5fe-d253-4f49-afe9-7286fd851307-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0076,mdgo_v05_fin_user_0011,finance,acs-99e918c0-dfe5-4601-9102-ebd080140269-1,transfer,"[""acs-21f3eb88-4252-40fa-a88c-32e6f4b634f6-1""]","[""acs-21f3eb88-4252-40fa-a88c-32e6f4b634f6-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0077,mdgo_v05_fin_user_0011,finance,acs-9de2edb5-a0a7-4100-a7e6-d6b9b11c431e-1,address_change,"[""acs-e150a9f3-a1b2-4b06-9d53-c9718a908eec-1"", ""acs-76370d59-6e71-41c1-8fa4-799154766815-1""]","[""acs-e150a9f3-a1b2-4b06-9d53-c9718a908eec-1"", ""acs-76370d59-6e71-41c1-8fa4-799154766815-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0078,mdgo_v05_fin_user_0011,finance,acs-368d7158-5c81-46f4-b202-965485f4ff6c-1,address_change,"[""acs-ef3778d8-026f-402e-9bf1-f1cf4abcfe63-1""]","[""acs-ef3778d8-026f-402e-9bf1-f1cf4abcfe63-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0079,mdgo_v05_fin_user_0011,finance,acs-93dbe48c-8d70-490e-bdef-a0ab120d0f57-1,lost_card,"[""acs-73778d49-2eb2-4492-8fa6-2b8f3b21b4d8-1"", ""acs-2fefea1e-5b65-4398-87f9-31d264cf1901-1""]","[""acs-73778d49-2eb2-4492-8fa6-2b8f3b21b4d8-1"", ""acs-2fefea1e-5b65-4398-87f9-31d264cf1901-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0080,mdgo_v05_fin_user_0011,finance,acs-d9881406-c189-4a91-9d61-3e90291f7d8c-1,transfer,"[""acs-9365139a-20a4-4e2e-bd5d-8d4de9291bcd-1"", ""acs-25c30de4-f3a3-4aac-a2e4-a61dc4c86bb4-1""]","[""acs-9365139a-20a4-4e2e-bd5d-8d4de9291bcd-1"", ""acs-25c30de4-f3a3-4aac-a2e4-a61dc4c86bb4-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0081,mdgo_v05_fin_user_0011,finance,acs-6a8cd15c-f035-47ff-9101-9c3ed1fb1161-1,lost_card,"[""acs-37d1f993-1311-4c5b-a8f4-3c28ad387c89-1"", ""acs-87ea845b-85a2-490e-b76b-de280367050d-1""]","[""acs-37d1f993-1311-4c5b-a8f4-3c28ad387c89-1"", ""acs-87ea845b-85a2-490e-b76b-de280367050d-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0082,mdgo_v05_fin_user_0011,finance,acs-60553b7c-a599-4a09-98af-bb1f7e5eeab2-1,lost_card,"[""acs-9db3df0f-dbf7-42b9-a573-6f4fd3d30bf0-1""]","[""acs-9db3df0f-dbf7-42b9-a573-6f4fd3d30bf0-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0083,mdgo_v05_fin_user_0011,finance,acs-007e2f0b-b8fe-4f35-87d0-8f1ea8f33e6a-1,lost_card,"[""acs-1806db0c-24cd-426d-9743-9c23a10d9f67-1""]","[""acs-1806db0c-24cd-426d-9743-9c23a10d9f67-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0084,mdgo_v05_fin_user_0011,finance,acs-97e8935f-f794-4269-93a0-9d2bedef109b-1,balance,"[""acs-d918ebe8-c409-4cc8-82dd-37d5be38a355-1""]","[""acs-d918ebe8-c409-4cc8-82dd-37d5be38a355-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0085,mdgo_v05_fin_user_0011,finance,acs-c4fcea05-1b14-42e6-ae85-6908d0c19a6b-1,transfer,"[""acs-aa0d222f-0cfb-4c36-aeec-d848bbf22abd-1"", ""acs-6b41503a-1761-45a8-9875-9d033aad4453-1""]","[""acs-aa0d222f-0cfb-4c36-aeec-d848bbf22abd-1"", ""acs-6b41503a-1761-45a8-9875-9d033aad4453-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0086,mdgo_v05_fin_user_0011,finance,acs-853d115d-88b8-469b-b248-27138acc0d69-1,address_change,"[""acs-a3c06e76-896b-42e7-bcbc-6051e909538b-1""]","[""acs-a3c06e76-896b-42e7-bcbc-6051e909538b-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0088,mdgo_v05_fin_user_0011,finance,acs-30ff364a-0d16-4280-a54f-77ec15152529-1,address_change,"[""acs-e50d4e7f-ffc1-4b61-a189-0bae5fb99e6c-1""]","[""acs-e50d4e7f-ffc1-4b61-a189-0bae5fb99e6c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0092,mdgo_v05_fin_user_0011,finance,acs-1d248dd4-ee76-4737-9a87-af782e9e0f14-1,address_change,"[""acs-d687e11c-5e4f-4f93-9559-3dbf0780c6b4-1"", ""acs-a6ad4ba0-36ef-4388-b318-84cc5eca2101-1""]","[""acs-d687e11c-5e4f-4f93-9559-3dbf0780c6b4-1"", ""acs-a6ad4ba0-36ef-4388-b318-84cc5eca2101-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0093,mdgo_v05_fin_user_0011,finance,acs-cc21f3a3-32b2-4a90-b267-16cbf92ecf34-1,address_change,"[""acs-6960c0f1-21db-449f-b77b-13ccabe3a4ba-1""]","[""acs-6960c0f1-21db-449f-b77b-13ccabe3a4ba-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0094,mdgo_v05_fin_user_0011,finance,acs-c2fa2074-ffd8-46eb-bbc3-18d0b93fa7e2-1,transfer,"[""acs-4c0c1dc7-428e-493e-b0fc-9de09ed96520-1""]","[""acs-4c0c1dc7-428e-493e-b0fc-9de09ed96520-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0095,mdgo_v05_fin_user_0011,finance,acs-04997f10-7f69-4559-a29c-b6eb7a183fb1-1,account_close,"[""acs-aa562ae8-04c9-4e33-ad98-8b9ee0f2ab9d-1"", ""acs-f69a8a72-9ab4-4f05-b960-9a573b9b8635-1""]","[""acs-aa562ae8-04c9-4e33-ad98-8b9ee0f2ab9d-1"", ""acs-f69a8a72-9ab4-4f05-b960-9a573b9b8635-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0096,mdgo_v05_fin_user_0011,finance,acs-1ca7dddb-08d0-4e01-986e-6b047ed1c438-1,lost_card,"[""acs-b363562b-0014-475f-9f5f-ed3f3d69f633-1""]","[""acs-b363562b-0014-475f-9f5f-ed3f3d69f633-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0097,mdgo_v05_fin_user_0011,finance,acs-79f438d7-9069-4f7a-b2e9-9a6cdf5daa11-1,payment,"[""acs-9d538847-f335-493b-8f43-56fcb271adb7-1"", ""acs-07c1aef6-145b-4390-b85c-ee80d523a3f5-1""]","[""acs-9d538847-f335-493b-8f43-56fcb271adb7-1"", ""acs-07c1aef6-145b-4390-b85c-ee80d523a3f5-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0098,mdgo_v05_fin_user_0011,finance,acs-2a2f80a8-3e37-495a-8aa0-328e06f23d68-1,transfer,"[""acs-21e00f20-1262-4243-a319-7a514d071db8-1"", ""acs-47327d40-6c29-4e70-a7b2-cb8bafe5871f-1""]","[""acs-21e00f20-1262-4243-a319-7a514d071db8-1"", ""acs-47327d40-6c29-4e70-a7b2-cb8bafe5871f-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0099,mdgo_v05_fin_user_0011,finance,acs-bbcc8ca3-fa91-462d-89c3-b777048cea42-1,lost_card,"[""acs-bb232419-9d37-477c-9f58-68317752e8b3-1"", ""acs-dbf7ba73-bab3-4376-b520-8e0f501b0fef-1""]","[""acs-bb232419-9d37-477c-9f58-68317752e8b3-1"", ""acs-dbf7ba73-bab3-4376-b520-8e0f501b0fef-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0100,mdgo_v05_fin_user_0011,finance,acs-19ffdabb-aefc-41f8-a996-8f4a1c2c62f1-1,lost_card,"[""acs-a3b4e3ce-c459-447f-936f-f3161fe4bbd7-1"", ""acs-9648e34a-f912-4f82-997c-873a5d1b3aa7-1""]","[""acs-a3b4e3ce-c459-447f-936f-f3161fe4bbd7-1"", ""acs-9648e34a-f912-4f82-997c-873a5d1b3aa7-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0101,mdgo_v05_fin_user_0011,finance,acs-f850f928-9443-437f-87f4-486625936f27-1,transfer,"[""acs-47167671-d974-41e1-8ba0-ee59a0a4cc69-1"", ""acs-cd4abef0-04ce-44ae-96b2-20884a8cf8c1-1""]","[""acs-47167671-d974-41e1-8ba0-ee59a0a4cc69-1"", ""acs-cd4abef0-04ce-44ae-96b2-20884a8cf8c1-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0102,mdgo_v05_fin_user_0011,finance,acs-2fe64992-99f7-4dba-8d5b-c3dca9c400b1-1,transfer,"[""acs-c72d1ad6-e558-42f2-8d41-176327d843a8-1"", ""acs-56a20401-2fe7-426d-8b65-47065a011be0-1""]","[""acs-c72d1ad6-e558-42f2-8d41-176327d843a8-1"", ""acs-56a20401-2fe7-426d-8b65-47065a011be0-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0103,mdgo_v05_fin_user_0011,finance,acs-34190699-2c55-498e-a2c7-724bcda5d939-1,transfer,"[""acs-cd7d544c-eb40-4033-b7ff-c6b2787a6bfc-1"", ""acs-1c3077b8-6f5e-4812-ae36-2a8dad25cb79-1""]","[""acs-cd7d544c-eb40-4033-b7ff-c6b2787a6bfc-1"", ""acs-1c3077b8-6f5e-4812-ae36-2a8dad25cb79-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0104,mdgo_v05_fin_user_0011,finance,acs-2af88b3f-af59-4ee5-b095-e32ec0ef381b-1,address_change,"[""acs-9a3db718-269b-4314-9840-69fe542aa76b-1""]","[""acs-9a3db718-269b-4314-9840-69fe542aa76b-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0105,mdgo_v05_fin_user_0011,finance,acs-0d17f310-de4b-4dac-9204-759cc10f7485-1,transfer,"[""acs-0893e252-6cd2-4ad4-aa4c-dea6cdc8d530-1"", ""acs-ae580441-6c17-4b05-8128-1fa35479b380-1""]","[""acs-0893e252-6cd2-4ad4-aa4c-dea6cdc8d530-1"", ""acs-ae580441-6c17-4b05-8128-1fa35479b380-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0106,mdgo_v05_fin_user_0011,finance,acs-ed86b884-546c-4c1a-88c2-167ec802daeb-1,transfer,"[""acs-5625b281-17ab-476b-8f59-f8d692df83fc-1""]","[""acs-5625b281-17ab-476b-8f59-f8d692df83fc-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0107,mdgo_v05_fin_user_0011,finance,acs-93e15a7a-d5b6-4cc5-8f52-bdb971cec81d-1,lost_card,"[""acs-d4ad00e7-7840-4c32-bffc-5fe38a1a016f-1"", ""acs-8522ed9a-4478-4993-b129-312110d217b6-1""]","[""acs-d4ad00e7-7840-4c32-bffc-5fe38a1a016f-1"", ""acs-8522ed9a-4478-4993-b129-312110d217b6-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0109,mdgo_v05_fin_user_0011,finance,acs-0524b852-7d1d-471c-beb6-9bb161bab370-1,transfer,"[""acs-aef49cda-a7da-43c7-b92a-718fbd0e0f22-1""]","[""acs-aef49cda-a7da-43c7-b92a-718fbd0e0f22-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0110,mdgo_v05_fin_user_0011,finance,acs-d9517d43-2708-4587-b599-80e0fd6f7271-1,address_change,"[""acs-c7a47bde-5a29-443a-8bcf-3960c8e2e053-1"", ""acs-786f5547-749d-4b81-aa1c-df54abf13169-1""]","[""acs-c7a47bde-5a29-443a-8bcf-3960c8e2e053-1"", ""acs-786f5547-749d-4b81-aa1c-df54abf13169-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0111,mdgo_v05_fin_user_0011,finance,acs-c72b4a84-55aa-4ec9-bc03-05ff8b329304-1,checks_routing,"[""acs-676f5667-3994-4288-82fa-995330a455c5-1"", ""acs-768b9755-ae63-4468-b1c3-a7be9cb9de7d-1""]","[""acs-676f5667-3994-4288-82fa-995330a455c5-1"", ""acs-768b9755-ae63-4468-b1c3-a7be9cb9de7d-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0112,mdgo_v05_fin_user_0011,finance,acs-e8e5c49c-16b2-435f-9db2-4c0e2b1f1917-1,dispute_charge,"[""acs-20b4d38a-00a7-4977-8491-ea448b352d8d-1"", ""acs-e8e9a64d-6f8a-4191-b1cf-f2fc70454f55-1""]","[""acs-20b4d38a-00a7-4977-8491-ea448b352d8d-1"", ""acs-e8e9a64d-6f8a-4191-b1cf-f2fc70454f55-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0113,mdgo_v05_fin_user_0011,finance,acs-4779293d-a5c8-431b-a2f7-5bc0df78c51f-1,transfer,"[""acs-f004d129-8b4b-4389-8aef-86b810f92866-1""]","[""acs-f004d129-8b4b-4389-8aef-86b810f92866-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0114,mdgo_v05_fin_user_0011,finance,acs-f8d9d63e-8ab8-40f5-b1d6-9bc7f178304e-1,address_change,"[""acs-5de2f26e-b0ab-4660-820c-90ced3c1bb45-1""]","[""acs-5de2f26e-b0ab-4660-820c-90ced3c1bb45-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0115,mdgo_v05_fin_user_0011,finance,acs-e95ce36e-1284-4040-aae9-d9c69fd08dc3-1,balance,"[""acs-b0a949f2-d885-48fd-83d2-a1041175019b-1"", ""acs-6aaff80c-0540-4925-b791-5e36840612b6-1""]","[""acs-b0a949f2-d885-48fd-83d2-a1041175019b-1"", ""acs-6aaff80c-0540-4925-b791-5e36840612b6-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0116,mdgo_v05_fin_user_0011,finance,acs-30c8828f-eb76-4f34-a745-f4e3bccfb5da-1,transfer,"[""acs-fd8d1d26-180c-4c5e-96fb-5da832e688a9-1""]","[""acs-fd8d1d26-180c-4c5e-96fb-5da832e688a9-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0117,mdgo_v05_fin_user_0011,finance,acs-c8ccc2cd-ea43-448b-8aa0-2b0c6326a8b0-1,transfer,"[""acs-f36f0fb9-b3af-4f4e-ab7e-dfefed462c1e-1"", ""acs-d9881406-c189-4a91-9d61-3e90291f7d8c-1""]","[""acs-f36f0fb9-b3af-4f4e-ab7e-dfefed462c1e-1"", ""acs-d9881406-c189-4a91-9d61-3e90291f7d8c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0118,mdgo_v05_fin_user_0011,finance,acs-8c532376-3a8e-46f4-a081-42e1065beffd-1,address_change,"[""acs-0a00bab7-6f21-401c-937e-9069fb6b7da0-1"", ""acs-73d59cde-be32-4147-983f-daa522517137-1""]","[""acs-0a00bab7-6f21-401c-937e-9069fb6b7da0-1"", ""acs-73d59cde-be32-4147-983f-daa522517137-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0119,mdgo_v05_fin_user_0011,finance,acs-4e613952-9991-49d9-a759-97d21498f52d-1,address_change,"[""acs-e4b81857-c851-4a63-bbaf-cbf90beb385e-1""]","[""acs-e4b81857-c851-4a63-bbaf-cbf90beb385e-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0120,mdgo_v05_fin_user_0011,finance,acs-ba82e087-6534-4510-a208-fe6dc30de887-1,address_change,"[""acs-cf92c9d0-3945-4c56-bf57-b5da14f8fca2-1"", ""acs-f189414b-b4a3-464e-9750-33b042074aef-1""]","[""acs-cf92c9d0-3945-4c56-bf57-b5da14f8fca2-1"", ""acs-f189414b-b4a3-464e-9750-33b042074aef-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0011_s0121,mdgo_v05_fin_user_0011,finance,acs-4956aa5c-dbb1-4982-a648-df80fd747665-1,balance,"[""acs-8ff4f69f-494a-4afb-a599-3f5b78b1d4b0-1"", ""acs-a2e07fa2-5cf4-4a5e-9b2e-3f97738c6b44-1""]","[""acs-8ff4f69f-494a-4afb-a599-3f5b78b1d4b0-1"", ""acs-a2e07fa2-5cf4-4a5e-9b2e-3f97738c6b44-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
