evidence_chain_id,probe_id,user_id,domain,decision_bundle_id,decision_unit_ids_json,session_id,session_index,timestamp,evidence_status,evidence_role,annotation_kind,habit_ids_json,pair_ref,case_ref,selected_ordinal,variant_id,gold_alignment,user_excerpt
mdgo_v12_echain_000468,mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,mdgo_v13_db_ea911ac5b25e3327,"[""mdgo_v13_du_4f9e212f516f3430"", ""mdgo_v13_du_3ee05064a1a5149e""]",mdgo_v05_fin_user_0010_s0276,276,2023-04-19T13:00:00,decisive,replacement_ordered_shortlist,v11_replacement_candidate,"[""finance_payment_status_latest_check""]",POLR-orchid-frame-jbseuj,,,,not_applicable,"Tell me where the $2039 payment to Beacon Property Services stands now. Open workflow review POLR-orchid-frame-jbseuj. I am not choosing a standing route in this session; I am reducing the shortlist. Keep exactly those two candidates, in that order, under POLR-orchid-frame-jbseuj. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000468,mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,mdgo_v13_db_ea911ac5b25e3327,"[""mdgo_v13_du_4f9e212f516f3430"", ""mdgo_v13_du_3ee05064a1a5149e""]",mdgo_v05_fin_user_0010_s0366,366,2024-01-15T12:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_payment_status_latest_check""]",,LOCAL-orchid-frame-jbseuj,,processing_timeline_refresh,counter_variant_to_gold,"Tell me where the $2150 payment to Beacon Property Services stands now. For this record only, use the route where you show the current processing stage and the next refresh checkpoint because today’s deadline makes a reversible fallback useful. The handling in LOCAL-orchid-frame-jbseuj for the current status of the $2150 payment to Beacon Property Services must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000468,mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,mdgo_v13_db_ea911ac5b25e3327,"[""mdgo_v13_du_4f9e212f516f3430"", ""mdgo_v13_du_3ee05064a1a5149e""]",mdgo_v05_fin_user_0010_s0372,372,2024-02-01T09:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_confirm_card_account_changes""]",,LOCAL-winter-matrix-epyxpv,,change_checklist_callback,counter_variant_to_gold,"Move the mailing address for checking ending 4290 to the verified address on file. For this record only, use the route where you complete a change-impact checklist and confirm through an authenticated callback because the current case has an unusual dependency that will not recur. The handling in LOCAL-winter-matrix-epyxpv for the address change for checking ending 4290 must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000468,mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,mdgo_v13_db_ea911ac5b25e3327,"[""mdgo_v13_du_4f9e212f516f3430"", ""mdgo_v13_du_3ee05064a1a5149e""]",mdgo_v05_fin_user_0010_s0430,430,2024-07-24T13:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_payment_status_latest_check""]",,SUG-orchid-frame-jbseuj,,live_lookup_timestamp,counter_variant_to_gold,Tell me where the $1087 payment to Cedar Dental stands now. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-orchid-frame-jbseuj. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000468,mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,mdgo_v13_db_ea911ac5b25e3327,"[""mdgo_v13_du_4f9e212f516f3430"", ""mdgo_v13_du_3ee05064a1a5149e""]",mdgo_v05_fin_user_0010_s0436,436,2024-08-12T13:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_confirm_card_account_changes""]",,SUG-winter-matrix-epyxpv,,change_checklist_callback,counter_variant_to_gold,Replace card ending 8840; its chip has stopped working. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-winter-matrix-epyxpv. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000468,mdgo_v11_probe_000468,mdgo_v05_fin_user_0010,finance,mdgo_v13_db_ea911ac5b25e3327,"[""mdgo_v13_du_4f9e212f516f3430"", ""mdgo_v13_du_3ee05064a1a5149e""]",mdgo_v05_fin_user_0010_s0532,532,2025-05-26T12:00:00,decisive,replacement_ordinal_resolution,v11_replacement_resolution,"[""finance_payment_status_latest_check""]",POLR-orchid-frame-jbseuj,,1,secure_status_page,not_applicable,"Check the present state of the $1196 transfer from checking ending 4290 for the professional membership. Resolve the two-route decision linked to POLR-orchid-frame-jbseuj: use the first-listed candidate whenever the same condition recurs. Preserve the date and reference because the wording of future cases may point toward the other safe route. For the current transfer state for the professional membership, preserve POLR-orchid-frame-jbseuj and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0002,2,2021-01-17T15:00:00,temporal_context,baseline_ordered_shortlist,v11_baseline_candidate,"[""finance_fee_dispute_evidence_then_case""]",POLB-cedar-ribbon-njiump,,,,not_applicable,"The $787 charge from Granite Office on card ending 9415 still does not reconcile. Open workflow review POLB-cedar-ribbon-njiump. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLB-cedar-ribbon-njiump. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0014,14,2021-02-22T14:00:00,temporal_context,baseline_ordered_shortlist,v11_baseline_candidate,"[""finance_confirm_card_account_changes""]",POLB-cobalt-bridge-boibil,,,,not_applicable,"Replace card ending 9415; its chip has stopped working. Open workflow review POLB-cobalt-bridge-boibil. Use this case to record the two routes still under consideration. Keep exactly those two candidates, in that order, under POLB-cobalt-bridge-boibil. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0020,20,2021-03-11T10:00:00,decisive,baseline_ordered_shortlist,v11_baseline_candidate,"[""finance_fraud_lost_card_urgent_escalation""]",POLB-willow-relay-ttvstd,,,,not_applicable,"A $963 charge at Northline Books is unfamiliar on card ending 9415. Open workflow review POLB-willow-relay-ttvstd. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLB-willow-relay-ttvstd. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0260,260,2023-03-01T17:00:00,temporal_context,baseline_ordinal_resolution,v11_baseline_resolution,"[""finance_fee_dispute_evidence_then_case""]",POLB-cedar-ribbon-njiump,,1,evidence_pack_then_approval,not_applicable,"The $140 charge from Willow Pharmacy on card ending 9415 still does not reconcile. Return to the ordered shortlist in POLB-cedar-ribbon-njiump: carry forward option one from that record. Do not infer the selection from today’s tooling; the earlier ordering controls what this reference means. For the unreconciled $140 charge from Willow Pharmacy, preserve POLB-cedar-ribbon-njiump and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0266,266,2023-03-19T13:00:00,temporal_context,baseline_ordinal_resolution,v11_baseline_resolution,"[""finance_confirm_card_account_changes""]",POLB-cobalt-bridge-boibil,,1,before_after_comparison,not_applicable,"Move the mailing address for checking ending 4715 to the verified address on file. Use the original ordering in POLB-cobalt-bridge-boibil: make the first route the standing process. This is a durable choice, while any later shortcut must remain case-specific unless I replace it again. For the address change for checking ending 4715, preserve POLB-cobalt-bridge-boibil and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0269,269,2023-03-28T09:00:00,decisive,baseline_ordinal_resolution,v11_baseline_resolution,"[""finance_fraud_lost_card_urgent_escalation""]",POLB-willow-relay-ttvstd,,2,temporary_freeze_review,not_applicable,"A $842 charge at Cedar Market is unfamiliar on card ending 9415. Resolve the two-route decision linked to POLB-willow-relay-ttvstd: adopt the latter of the two routes as the recurring workflow. Preserve the date and reference because the wording of future cases may point toward the other safe route. For the unfamiliar charge on card ending 9415, preserve POLB-willow-relay-ttvstd and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0276,276,2023-04-18T16:00:00,decisive,replacement_ordered_shortlist,v11_replacement_candidate,"[""finance_fee_dispute_evidence_then_case""]",POLR-cedar-ribbon-njiump,,,,not_applicable,"The $1127 charge from Westbridge Labs on card ending 9415 still does not reconcile. Open workflow review POLR-cedar-ribbon-njiump. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLR-cedar-ribbon-njiump. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0280,280,2023-05-01T14:00:00,decisive,replacement_ordered_shortlist,v11_replacement_candidate,"[""finance_confirm_card_account_changes""]",POLR-cobalt-bridge-boibil,,,,not_applicable,"Replace card ending 9415; its chip has stopped working. Open workflow review POLR-cobalt-bridge-boibil. I need an auditable shortlist rather than an assumed default. Keep exactly those two candidates, in that order, under POLR-cobalt-bridge-boibil. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0366,366,2024-01-13T17:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_fee_dispute_evidence_then_case""]",,LOCAL-cedar-ribbon-njiump,,unsubmitted_case_draft,counter_variant_to_gold,"Review the $441 fee posted by Beacon Storage on August 15 and prepare the case if the mismatch remains. For this record only, use the route where you prepare an unsubmitted dispute draft and request approval on the draft because a second reviewer is already waiting on this record. The handling in LOCAL-cedar-ribbon-njiump for the $441 fee from Beacon Storage must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0378,378,2024-02-19T16:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_confirm_card_account_changes""]",,LOCAL-cobalt-bridge-boibil,,before_after_comparison,counter_variant_to_gold,"Move the mailing address for checking ending 4715 to the verified address on file. For this record only, use the route where you show a before-and-after comparison and wait for approval because the ordinary channel is unavailable for this one case. The handling in LOCAL-cobalt-bridge-boibil for the address change for checking ending 4715 must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0384,384,2024-03-07T10:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""finance_fraud_lost_card_urgent_escalation""]",,LOCAL-willow-relay-ttvstd,,card_controls_timeline,counter_variant_to_gold,"Card ending 9415 went missing during the tuition installment. For this record only, use the route where you activate card controls and send a concise incident timeline to fraud support because this single incident needs a temporary handoff path. The handling in LOCAL-willow-relay-ttvstd for the missing-card incident for ending 9415 must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0430,430,2024-07-23T10:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_fee_dispute_evidence_then_case""]",,SUG-cedar-ribbon-njiump,,unsubmitted_case_draft,counter_variant_to_gold,Review the $926 fee posted by Oakline Media on July 27 and prepare the case if the mismatch remains. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-cedar-ribbon-njiump. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0442,442,2024-08-29T14:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_confirm_card_account_changes""]",,SUG-cobalt-bridge-boibil,,precise_change_readback,counter_variant_to_gold,Move the mailing address for checking ending 4715 to the verified address on file. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-cobalt-bridge-boibil. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0448,448,2024-09-16T12:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""finance_fraud_lost_card_urgent_escalation""]",,SUG-willow-relay-ttvstd,,lock_then_fraud_team,counter_variant_to_gold,A $294 charge at Atlas Learning is unfamiliar on card ending 9415. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-willow-relay-ttvstd. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0532,532,2025-05-26T11:00:00,decisive,replacement_ordinal_resolution,v11_replacement_resolution,"[""finance_fee_dispute_evidence_then_case""]",POLR-cedar-ribbon-njiump,,2,merchant_reconciliation_first,not_applicable,"The $1306 charge from Willow Pharmacy on card ending 9415 still does not reconcile. Close the pending workflow decision from POLR-cedar-ribbon-njiump: make the second route the standing process. The unselected route remains available only when I explicitly request it for a local case. For the unreconciled $1306 charge from Willow Pharmacy, preserve POLR-cedar-ribbon-njiump and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000469,mdgo_v11_probe_000469,mdgo_v05_fin_user_0035,finance,mdgo_v13_db_7e5699c022e99673,"[""mdgo_v13_du_41146cbeea8d94f2"", ""mdgo_v13_du_4fef2fa7f0f45350"", ""mdgo_v13_du_d07c382a73c5013c""]",mdgo_v05_fin_user_0035_s0534,534,2025-05-31T13:00:00,decisive,replacement_ordinal_resolution,v11_replacement_resolution,"[""finance_confirm_card_account_changes""]",POLR-cobalt-bridge-boibil,,1,secure_change_preview,not_applicable,"Move the mailing address for checking ending 4715 to the verified address on file. Finalize the process review recorded under POLR-cobalt-bridge-boibil: make the first route the standing process. Keep the rejected candidate in the audit trail, not in the standing workflow. For the address change for checking ending 4715, preserve POLR-cobalt-bridge-boibil and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0008,8,2021-02-02T16:00:00,decisive,baseline_ordered_shortlist,v11_baseline_candidate,"[""software_docs_lookup_for_update_install""]",POLB-timber-canvas-faoslk,,,,not_applicable,"Work out the correct Seabird Office 8.0.3 update path for macOS 15. Open workflow review POLB-timber-canvas-faoslk. I am not choosing a standing route in this session; I am reducing the shortlist. Keep exactly those two candidates, in that order, under POLB-timber-canvas-faoslk. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0014,14,2021-02-21T16:00:00,temporal_context,baseline_ordered_shortlist,v11_baseline_candidate,"[""software_one_try_then_escalate""]",POLB-ember-workbook-hoiauy,,,,not_applicable,"The file preview issue in Seabird Office has survived the first check; move the case forward. Open workflow review POLB-ember-workbook-hoiauy. The outcome can wait. First preserve the two workflow candidates in their exact order. Keep exactly those two candidates, in that order, under POLB-ember-workbook-hoiauy. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0263,263,2023-03-09T14:00:00,decisive,baseline_ordinal_resolution,v11_baseline_resolution,"[""software_docs_lookup_for_update_install""]",POLB-timber-canvas-faoslk,,2,official_docs_current_version,not_applicable,"Check the installation guidance for notification rules on macOS 15. Close the pending workflow decision from POLB-timber-canvas-faoslk: adopt the latter of the two routes as the recurring workflow. The unselected route remains available only when I explicitly request it for a local case. For the notification rules installation guidance, preserve POLB-timber-canvas-faoslk and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0266,266,2023-03-19T17:00:00,temporal_context,baseline_ordinal_resolution,v11_baseline_resolution,"[""software_one_try_then_escalate""]",POLB-ember-workbook-hoiauy,,1,timeboxed_attempt_then_handoff,not_applicable,"The template gallery issue in Seabird Office has survived the first check; move the case forward. Return to the ordered shortlist in POLB-ember-workbook-hoiauy: make the first route the standing process. Do not infer the selection from today’s tooling; the earlier ordering controls what this reference means. For the unresolved template gallery issue, preserve POLB-ember-workbook-hoiauy and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0278,278,2023-04-23T09:00:00,temporal_context,replacement_ordered_shortlist,v11_replacement_candidate,"[""software_docs_lookup_for_update_install""]",POLR-timber-canvas-faoslk,,,,not_applicable,"Work out the correct Seabird Office 10.0.1 update path for macOS 15. Open workflow review POLR-timber-canvas-faoslk. I want to narrow the recurring process before I make it permanent. Keep exactly those two candidates, in that order, under POLR-timber-canvas-faoslk. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0280,280,2023-04-30T11:00:00,decisive,replacement_ordered_shortlist,v11_replacement_candidate,"[""software_one_try_then_escalate""]",POLR-ember-workbook-hoiauy,,,,not_applicable,"Error AUTH-29 is reproducible in Seabird Office; decide the next support step. Open workflow review POLR-ember-workbook-hoiauy. Use this case to record the two routes still under consideration. Keep exactly those two candidates, in that order, under POLR-ember-workbook-hoiauy. Rule out the other workflow routes for this review, but do not finalize the first-versus-second choice here."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0344,344,2023-11-08T10:00:00,decisive,historical_reference_case,v11_reference_case,"[""software_collect_diagnostics_before_fix"", ""software_docs_lookup_for_update_install""]",,SWARCH-summit-map-vdxaox,,,not_applicable,"Open reference SWARCH-summit-map-vdxaox. Seabird Office 7.5.1 closes when I use offline search in Chrome. Work out the correct Seabird Office 7.4.2 update path for macOS 15. Keep the two workstreams separate even though they share one record. Close the diagnostics error repro workstream. Leave the Seabird Office 7.4.2 update path immediately before its final checkpoint, with the linked policy reference intact."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0372,372,2024-01-31T10:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""software_docs_lookup_for_update_install""]",,LOCAL-timber-canvas-faoslk,,compatibility_known_issues,counter_variant_to_gold,"Work out the correct Seabird Office 10.0.1 update path for macOS 15. For this record only, use the route where you verify the compatibility matrix and current known-issues page because this single incident needs a temporary handoff path. The handling in LOCAL-timber-canvas-faoslk for the Seabird Office 10.0.1 update path must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0378,378,2024-02-18T15:00:00,nonbinding_interference,one_case_exception_nonbinding,v11_oneoff_decoy,"[""software_one_try_then_escalate""]",,LOCAL-ember-workbook-hoiauy,,two_distinct_attempts_then_ticket,counter_variant_to_gold,"The PDF export issue in Seabird Office has survived the first check; move the case forward. For this record only, use the route where you allow two non-redundant focused attempts before escalation because today’s deadline makes a reversible fallback useful. The handling in LOCAL-ember-workbook-hoiauy for the unresolved PDF export issue must not change the ordered decision record or become evidence of a new default."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0436,436,2024-08-09T15:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""software_docs_lookup_for_update_install""]",,SUG-timber-canvas-faoslk,,compatibility_known_issues,counter_variant_to_gold,Check the installation guidance for meeting captions on macOS 15. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-timber-canvas-faoslk. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0442,442,2024-08-27T11:00:00,nonbinding_interference,assistant_suggestion_rejected,v11_rejected_decoy,"[""software_one_try_then_escalate""]",,SUG-ember-workbook-hoiauy,,two_distinct_attempts_then_ticket,counter_variant_to_gold,The client portal issue in Seabird Office has survived the first check; move the case forward. The current tools make several safe workflows possible. Keep that proposal unchosen in SUG-ember-workbook-hoiauy. Do not let the assistant-originated suggestion override the workflow I ratified elsewhere.
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0533,533,2025-05-28T09:00:00,temporal_context,replacement_ordinal_resolution,v11_replacement_resolution,"[""software_docs_lookup_for_update_install""]",POLR-timber-canvas-faoslk,,1,kb_changelog_crosscheck,not_applicable,"Work out the correct Seabird Office 7.5.1 update path for macOS 15. Close the pending workflow decision from POLR-timber-canvas-faoslk: use the first-listed candidate whenever the same condition recurs. The unselected route remains available only when I explicitly request it for a local case. For the Seabird Office 7.5.1 update path, preserve POLR-timber-canvas-faoslk and its effective date. A later case that merely resembles this one must not switch to the other candidate."
mdgo_v12_echain_000470,mdgo_v11_probe_000470,mdgo_v07_sof_user_0016,software,mdgo_v13_db_f15a8c949be2bf6e,"[""mdgo_v13_du_b5ed10d4be677c87"", ""mdgo_v13_du_8697cf8f8f61de7d""]",mdgo_v07_sof_user_0016_s0534,534,2025-05-30T10:00:00,decisive,replacement_ordinal_resolution,v11_replacement_resolution,"[""software_one_try_then_escalate""]",POLR-ember-workbook-hoiauy,,2,reproducible_blocker_immediate_escalation,not_applicable,"The report builder issue in Seabird Office has survived the first check; move the case forward. Resolve the two-route decision linked to POLR-ember-workbook-hoiauy: make the second route the standing process. Preserve the date and reference because the wording of future cases may point toward the other safe route. For the unresolved report builder issue, preserve POLR-ember-workbook-hoiauy and its effective date. A later case that merely resembles this one must not switch to the other candidate."
