probe_id,probe_type,required_component_groups,best_resolved_groups_in_any_205_session_window,best_window_start,best_window_end,all_required_components_in_one_205_session_window,unresolved_groups_in_best_window,naive_exact_upper_bound_from_missing_binary_links
mdgo_v11_probe_000339,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000340,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000341,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000342,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000343,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000344,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000345,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000346,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000347,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000348,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000349,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000350,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000351,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000352,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000353,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000354,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000355,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000356,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000357,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000358,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000359,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000360,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000361,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000362,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000363,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000364,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000365,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000366,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000367,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000368,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000369,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000370,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000371,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000372,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000373,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000374,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000375,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000376,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000377,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000378,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000379,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000380,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000381,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000382,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000383,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000384,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000385,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000386,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000387,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000388,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000389,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000390,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000391,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000392,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000393,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000394,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000395,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000396,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000397,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000398,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000399,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000400,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000401,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000402,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000403,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000404,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000405,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000406,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000407,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000408,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000409,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000410,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000411,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000412,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000413,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000414,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000415,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000416,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000417,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000418,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000419,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000420,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000421,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000422,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000423,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000424,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000425,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000426,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000427,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000428,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000429,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000430,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000431,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000432,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000433,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000434,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000435,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000436,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000437,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000438,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000439,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000440,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000441,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000442,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000443,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000444,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000445,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000446,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000447,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000448,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000449,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000450,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000451,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000452,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000453,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000454,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000455,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000456,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000457,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000458,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000459,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000460,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000461,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000462,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000463,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000464,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000465,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000466,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000467,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000468,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000469,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000470,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000471,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000472,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000473,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000474,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000475,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000476,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000477,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000478,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000479,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000480,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000481,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000482,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000483,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000484,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000485,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000486,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000487,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000488,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000489,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000490,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000491,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000492,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000493,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000494,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000495,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000496,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000497,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000498,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000499,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000500,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000501,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000502,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000503,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000504,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000505,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000506,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000507,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000508,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000509,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000510,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000511,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000512,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000513,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000514,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000515,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000516,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000517,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000518,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000519,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000520,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000521,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000522,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000523,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000524,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000525,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000526,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000527,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000528,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000529,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000530,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000531,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000532,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000533,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000534,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000535,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000536,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000537,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000538,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000539,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000540,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000541,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000542,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000543,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000544,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000545,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000546,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000547,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000548,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000549,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000550,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000551,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000552,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000553,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000554,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000555,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000556,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000557,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000558,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000559,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000560,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000561,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000562,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000563,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000564,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000565,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000566,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000567,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000568,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000569,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000570,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000571,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000572,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000573,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000574,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000575,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000576,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000577,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000578,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000579,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000580,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000581,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000582,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000583,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000584,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000585,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000586,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000587,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000588,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000589,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000590,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000591,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000592,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000593,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000594,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000595,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000596,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000597,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000598,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000599,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000600,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000601,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000602,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000603,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000604,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000605,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000606,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000607,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000608,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000609,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000610,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000611,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000612,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000613,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000614,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000615,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000616,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000617,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000618,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000619,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000620,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000621,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000622,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000623,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000624,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000625,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000626,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000627,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000628,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000629,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000630,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000631,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000632,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000633,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000634,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000635,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000636,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000637,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000638,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000639,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000640,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000641,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000642,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000643,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000644,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000645,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000646,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000647,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000648,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000649,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000650,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000651,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000652,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000653,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000654,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000655,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000656,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000657,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000658,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000659,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000660,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000661,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000662,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000663,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000664,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000665,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000666,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000667,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000668,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000669,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000670,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000671,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000672,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000673,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000674,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000675,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000676,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000677,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000678,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000679,suggestion_rejection_pair,2,0,0,204,0,2,0.25
