domain,source_conversation_id,assigned_user_id,session_id,cluster_id,source_tags_json,quality_score
finance,acs-ca3572c4-3f8a-4d27-9732-9e68f5272a5f-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0178,16,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6763
finance,acs-8e143852-387a-4fdd-9562-2e11547504ed-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0179,4,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6879
finance,acs-c03ffb78-4112-41a6-93c3-8c6da7a0314f-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0180,24,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.6529
finance,acs-b01837f5-72f5-4dba-ba53-3095f9badffb-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0182,5,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.4712
finance,acs-580c5d99-ac97-4176-b02c-dcbb44bf0fec-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0183,4,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.4975
finance,acs-059b446f-dc71-4619-878d-ad823adb5cb3-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0186,7,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.6135
finance,acs-34f2ce2d-2392-4c54-b8a6-b4088bb1e23d-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0187,29,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.531
finance,acs-d184662f-906e-4381-b961-5c8129776c4e-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0188,1,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6019
finance,acs-ed5b1ea1-7947-4bed-aa4b-88021dbfb188-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0189,13,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.5946
finance,acs-6eba1e38-3606-45da-a716-ce82d46354cc-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0190,17,"[""finance_credit_loan_cautious_no_commitment""]",0.3115
finance,acs-90e1396e-d283-4caa-8324-3c37552207a1-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0192,18,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.5873
finance,acs-d982375c-d346-4c19-b6d7-0e12cf6a2d7e-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0193,17,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.6987
finance,acs-c45bf280-e05a-44a1-abfa-a5b3094c21bc-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0194,29,"[""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]",0.615
finance,acs-309e7cd6-601e-4463-96e3-e1f1266f8d17-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0195,14,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5427
finance,acs-b2e9213f-a749-457b-9ee9-d2b14a29ccba-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0198,0,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5894
finance,acs-70d1ddf1-925a-4d8b-bb4e-95910815d76d-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0199,14,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.604
finance,acs-6ece69f9-00a8-49d4-94fc-1b1178c103d5-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0201,0,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5617
finance,acs-da2ca232-9a4d-4d84-8ad5-4cb459ae5903-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0203,28,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.7506
finance,acs-1bd10a10-ce42-413a-bd46-a3443e75744d-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0204,18,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",0.6237
finance,acs-2879cbd4-9b25-4301-af7e-e4624c15708e-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0205,5,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6763
finance,acs-68011705-a91d-4ff9-82eb-0881b495ef74-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0206,0,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.736
finance,acs-64bc90b1-10e3-45f1-9533-ff00070a7341-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0207,22,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.7229
finance,acs-c573d783-0a2e-4954-aee9-e5f6f4167955-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0208,17,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.6996
finance,acs-61fcdcad-0b5a-4ff2-99b4-46151d9bdf0b-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0209,0,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.6244
finance,acs-1dc6dcc2-14de-4997-a73e-83c947d805c6-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0210,0,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.736
finance,acs-b9f94b49-0328-465b-892f-64abf2593c04-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0211,21,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.6048
finance,acs-0893e252-6cd2-4ad4-aa4c-dea6cdc8d530-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0212,19,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.825
finance,acs-1da59c90-c0f5-4251-8535-63e824f90a7c-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0213,8,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.6754
finance,acs-d9c33d18-b519-4298-a8b0-0698eb6cde52-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0215,27,"[""finance_minimal_pii_secure_verification""]",0.4908
finance,acs-6393b13c-bf34-45f0-8bd7-bbcb6b0536ee-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0216,14,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6996
finance,acs-05e36e9b-b9ca-4e96-b339-3ebe744e9d42-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0217,26,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5106
finance,acs-db94d43d-dab7-40bd-884d-6bcd0c3e5733-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0219,8,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6098
finance,acs-36c0bcd6-cbc9-4c58-8e88-aa42e43d7b94-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0220,19,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.545
finance,acs-236769ae-2b8d-419c-90ed-67ce41569fb4-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0226,26,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5165
finance,acs-718e08eb-0ded-4bf3-a319-2cc4e46f40fb-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0227,4,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.7229
finance,acs-869f3249-5f71-4dea-b8db-9bc3b69a99c7-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0228,15,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.7229
finance,acs-52537f50-0d55-4bb9-97f9-503825bbf2d8-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0229,29,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.62
finance,acs-50f566b3-8702-4b3f-a4ae-476a29530bbf-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0230,17,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",0.5625
finance,acs-f3f79cca-0160-4a1c-b33e-e94240a7e367-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0231,19,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5237
finance,acs-02755c5a-2d11-455f-9943-855c926ae871-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0232,18,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.6331
finance,acs-e8be42d3-bd8a-415d-aee3-23c279f616b2-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0234,9,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6763
finance,acs-3e5d17a6-a324-4dda-ba0e-9e45777c3b2a-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0235,11,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.666
finance,acs-aed6967e-686a-4a98-b916-3dfc2bb91eb5-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0236,27,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.515
finance,acs-1a507746-3f4a-48ef-b906-c1151968f3c1-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0237,27,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.5223
finance,acs-c9a46779-cef0-45db-98b2-e1dcf3a486f7-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0238,10,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]",0.7506
finance,acs-c4149549-f0b7-4096-b571-2b7fcfeb0f86-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0239,9,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.6996
finance,acs-331b5a36-d63f-4022-af7d-f2b31fae431b-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0240,19,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.6754
finance,acs-f5cd8469-9772-40e2-8e71-b9b2299e18c7-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0242,7,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.5646
finance,acs-36a7b12c-5e05-4ef8-b991-6ddb74e09e23-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0243,27,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",0.6033
finance,acs-411260e6-6fab-4fb6-9895-e6791ab4de61-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0244,16,"[""finance_minimal_pii_secure_verification"", ""finance_payment_status_latest_check""]",0.5602
finance,acs-6a9fc40e-ba1b-42b3-9122-a9664100a0f1-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0246,2,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5646
finance,acs-19b44069-f046-4b3c-b1e2-215d93590568-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0247,25,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.55
finance,acs-234ac04d-edf7-4dcf-9b7f-1e28ddd497e0-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0248,7,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6077
finance,acs-a2d18276-75cc-4694-b961-fb20453f1c6a-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0249,8,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6252
finance,acs-35024829-a03e-4fb2-a91d-076fd68fb306-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0250,25,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",0.6748
finance,acs-026ab604-5111-4e27-b7ad-3c2e75c68a94-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0252,1,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.5208
finance,acs-0be6bbb2-a2e6-4f35-a40f-60988548fe6b-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0255,22,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.7512
finance,acs-f79c6430-65fe-4c85-9355-2532d55110f1-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0256,23,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.631
finance,acs-42e25242-ab65-40f2-94a4-789e459df4f0-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0257,7,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.736
finance,acs-0f276b69-7636-44e1-b10a-3ddf0af0f2ab-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0259,11,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",0.5771
finance,acs-938ee8cb-720d-47a8-bc15-6a6c913f3cc2-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0260,6,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.531
finance,acs-50178fec-82a8-44e9-9846-7dced3963c22-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0261,3,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]",0.825
finance,acs-8f3ba41e-8235-4697-8bd2-4f83ff4df6d3-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0262,29,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.5975
finance,acs-721779e4-e111-49eb-b2e7-f88cb50a7ac0-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0263,28,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment""]",0.8294
finance,acs-625c9ec1-7e7c-4bb6-a177-5f5a7a847a33-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0264,5,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.4706
finance,acs-8e24e670-2f27-4ebd-9583-065ecaddf257-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0265,14,"[""finance_minimal_pii_secure_verification""]",0.45
finance,acs-2c7788d8-cf1b-4ec3-8cbb-5a3ec92dfc1e-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0266,17,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.6165
finance,acs-94d9fcf8-9843-475d-95d8-e579984d8087-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0267,21,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.5092
finance,acs-998fd032-de5e-473b-a7e9-1027e912e194-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0269,0,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.5771
finance,acs-0f87a65f-91f3-4631-b52d-f0d9f6d99196-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0270,15,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.4975
finance,acs-66f04b1d-5a77-4c06-b460-85a094fb3b3f-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0271,6,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.5762
finance,acs-a0f3299e-e205-401c-b982-343ca677bfe0-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0273,12,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5567
finance,acs-80046f30-8699-453e-a34f-27f646ce3449-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0274,13,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.4742
finance,acs-08248fd1-8a49-4767-8799-ad654ae40b23-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0276,15,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.5062
finance,acs-d9ef9e8a-7bae-4eaa-96f5-5fe83c4f91b9-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0277,28,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.5887
finance,acs-41118abb-5aa0-4b17-9d7c-e8d2329c6b21-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0280,14,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",0.6646
finance,acs-fcda401a-5066-41df-b4c1-522b9563b41f-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0283,16,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.5019
finance,acs-8efac4ed-cd35-4dd5-b37d-ece25599177f-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0284,2,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.4873
finance,acs-8a27137f-7cad-4fef-9f77-9eec7a1af626-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0286,17,"[""finance_minimal_pii_secure_verification""]",0.4267
finance,acs-6970d1b1-84f3-442b-accc-57264c914e38-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0287,5,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.5946
finance,acs-a206dcb3-de57-495c-bd20-392f60a0971d-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0288,23,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.7112
finance,acs-dafeab3c-05ac-4cc8-9a26-1b248cd7c927-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0289,4,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.7506
finance,acs-7ec6dd1d-637e-43ac-aafd-63ccb79461ad-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0290,5,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.615
finance,acs-a666b80f-9cd0-444f-aa75-7f63ea2f5248-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0291,26,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.7112
finance,acs-a29f69f1-94f5-4efb-a1e5-d34fc8ea296d-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0292,26,"[""finance_confirm_money_movement"", ""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.7112
finance,acs-9a822447-d8f6-4802-a1bc-8dc52e1f7d04-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0293,15,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5325
finance,acs-339da366-3817-42d4-82e7-3f808e947281-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0294,15,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.5727
finance,acs-5330f33f-aaf9-4c3b-a3e7-d71ee820f20d-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0297,10,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.7229
finance,acs-590a321f-0c70-4804-88fc-3a3ba11a5245-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0299,10,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",0.5829
finance,acs-7d50cd54-ab41-4140-8fd5-c6828488dbe3-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0300,23,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6238
finance,acs-60933028-39cb-4f25-b61d-965ecd71fe76-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0301,28,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",0.5106
finance,acs-383ab82c-e6e7-405b-a8d4-ddcf586012db-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0303,6,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.4902
finance,acs-f4e78130-4d91-458e-a241-8f01973af18e-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0304,6,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5631
finance,acs-ea0fdae4-c8cc-458c-a69f-214e40c09367-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0305,18,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.7769
finance,acs-4795e501-12b0-4af2-a8c1-ab36c43ca373-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0306,10,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",0.6865
finance,acs-9e94a870-caa0-4c66-886a-92c86a0730ad-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0307,27,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.4567
finance,acs-89e4b037-0d93-438c-b4db-b6a6328aa0a1-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0308,0,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6865
finance,acs-69f9f480-fa7b-4c50-bbc2-5e71abb346ba-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0309,19,"[""finance_minimal_pii_secure_verification""]",0.3902
finance,acs-62c05b81-413e-41b0-9fb5-efa84fda1040-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0311,12,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.5587
finance,acs-f22eb62b-14a0-42cb-a3d9-feb6ee1f38a5-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0312,16,"[""finance_minimal_pii_secure_verification""]",0.4427
finance,acs-ea674a7d-0ae1-41d0-9a3f-1ed619edbf02-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0313,10,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",0.4683
finance,acs-c1e13c99-444f-4474-8aac-c502c6c96c4e-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0316,2,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.6652
finance,acs-4a0611a7-555b-412e-a9ce-f04c273ae614-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0317,28,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.5931
finance,acs-2a6c6859-3d1b-480e-8b85-38c7cc8adce0-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0318,3,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.6156
finance,acs-af38af0d-2914-462d-a2b9-027dfc6596d9-1,mdgo_v05_fin_user_0010,mdgo_v05_fin_user_0010_s0319,0,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",0.5456
finance,acs-6db7102f-b25b-47b3-9e25-b733856734df-1,mdgo_v05_fin_user_0011,mdgo_v05_fin_user_0011_s0001,7,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",0.5529
finance,acs-4b079953-f520-44d3-8735-08c6a563f379-1,mdgo_v05_fin_user_0011,mdgo_v05_fin_user_0011_s0002,14,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",0.5742
finance,acs-5e2a39cd-e1a0-4542-b210-f3d7f909a3b7-1,mdgo_v05_fin_user_0011,mdgo_v05_fin_user_0011_s0003,16,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",0.8206
